,rating,testimony,itemId,userId
20,1.0,"I was looking for a kindle whitepaper. I saw online for $80. What a deal. I ordered it on line and picked it up in the store. I got it home and couldn't adjust the brightness. After a lengthy time with online customer service I called customer service. After 20 minuets with speaking to a female Elmer Fud that doesn't speak english well I figured I would just return it. Although it looks Identical to the $120 model, you can not adjust the brightness. That would have been good information before I bought it.",21,823
21,1.0,This is a nice bare-bones reading device. Easy to set up and use. My greatest issue is that it isn't back lit so it can't be used w/o a light on in the room. Returning it an purchasing a paperwhite instead.,21,361
22,2.0,"Easy to use and navigate, purchasing books is fast and simple and I love the fact that I can password protect this device",21,2142
23,1.0,The Amazon Kindle is light weight and easy to use.,21,2223
24,1.0,"I love hear readers, I had to replace mine because I destroyed the last, but it is awesome",21,123
25,2.0,Love the simplicity. Also love that I use it for reading only and can't download distracting apps.,21,1361
26,2.0,My husband loves this Kindle. He has a muscular disease keeping him from being able to handle anything with much weight at all. This is perfect.,21,1938
27,2.0,I've wanted a kindle for a while and decided to get it when BB put it on sale. I am not disappointed.,21,2362
28,2.0,I have several Kindles so knew what to expect. It is a great reading device and I keep several in different locations.,21,76
29,1.0,"I like this e reader, but wish the screen were higher resolution. It requires decent light to look good, but it is easy on my eyes. The screen updates involve flashing the whole screen, which I noticed less over time. The advertised month long battery life is just standby time, it lasts much less if you are downloading and reading books.",21,2411
30,1.0,My fiancée really enjoyes it! I would definitely recommend.,21,2652
31,1.0,"Simple, great buy for your money if you are an avid reader.",21,1597
32,1.0,I like the changes that have been made since my current 4 year old unit was purchased,21,2589
33,2.0,Fits nicely in your hand and its touchable. increase the size of the fonts,21,2410
34,1.0,"Great buy, do a lot of reading and he no glear screen is awesome while in the sun.",21,545
35,1.0,I lie the size and weight for the kindle-makes it very convenient to take large books with me in digital format.,21,2868
36,2.0,Great price and works great for book reading. Would recommend,21,1542
37,2.0,Got it when it was on sale. Totally fall in love with it. Bring with it me everywhere.,21,1145
38,2.0,I never used kindle before. My wife gifted me on my birthday. This is the amazing product. I am using it for daily reading. The display is fantastic and no strain on eyes.,21,1175
39,2.0,I bought this with paper white and didn’t see much of a difference in terms of resolution and use. I totally recommend this reader as it’s so small and powerful!,21,520
40,2.0,The sales people are really nice and knowledgeable to me I will come back again,21,1776
41,2.0,I'm a longtime Kindle user and jumped at the opportunity to bring my granddaughter into the fold with this gift. She loved it!,21,2297
42,2.0,"Overall good product, does what is advertised, comfortable to use.",21,723
43,2.0,"The kindle has come in very handy lately, I always have a book to read and this is great to just grab on the go. Battery life is great, only drawback is no backlight.",21,2156
44,1.0,"I am loving my new Kindle! I have wanted one for a while and finally bought one, and even though it was the cheapest one, it has exceeded my expectations. I love how there is no glare.",21,496
45,2.0,"I already has an older version of the Kindle, but this one is even better. I love the touch screen and the ability to scroll without buttons.",21,1042
46,1.0,"Bought this for my 90+ year-old, totally no-tech mom. Her first e-book is Gone with the Wind. She likes the size and ease of use.",21,1239
47,2.0,"Amazon kindle products have always been reliable, consistent quality and this is no different. Very happy with it.",21,2881
48,1.0,working well and very cheap if we think in the price way,21,2
49,1.0,"The battery doesn't last as long as was advertised, if you have the money I would recommend the backlit model.",21,3671
50,2.0,"This Kindle doesn't have a lighted screen like the pricier models but it has a higher dpi screen than the lower model. It's exactly what I needed, nothing more, nothing less. I've had no problems with the reader at all so far so I'll give it 5 stars.",21,2184
51,1.5,The kindle is good to download apps for books catch up with reading,21,2733
52,1.0,"After the first one stopped working after only 3 weeks-best Buy replaced it with no fuss and it's going great. Small, lightweight (so fits in a purse/handbag) and with the anti-glare screen you can read in direct sunlight",21,2293
53,2.0,"I bought this Kindle Paperwhite for my son to use at school, instead of his more expensive and delicate tablet. The display options make it adaptable for just about anyone, and is much easier on the eyes when reading for an extended period of time. Please keep in mind that this does not have a glowlight. The Kindle is durable, and although I bought a case for it, a case really isnt necessary if you are relatively careful with it. The most surprising thing about this has been the extra long battery life. My son is an avid reader, and noticed that he needs to charge his Kindle considerably less than when he uses his tablet.",21,1034
54,2.0,"Great item, easy to use,would recommend to anybody want to use!",21,1870
55,2.0,I bought this as a gift to my dad and he loves it. Well worth if you dont plan on reading in dark.,21,1309
56,2.0,the future of reading you just have this and it is like a whole library,21,501
57,2.0,"I bought this for my daughter, wanting to get her a kindle without having access to games (like with the kindle fire). This latest version of the kindle is excellent. I am jealous of my daughter and now am thinking about upgrading from my older kindle. The touchscreen is responsive. If you like reading on the kindle, it is worth the update.",21,2901
58,2.0,"This is a great way to read books on the go. There's no backlight, so reading in darker rooms may be hard. But it's affordable and portable and a great way to take all your books with you.",21,3691
59,2.0,"I love the Kindle, it is a great product. It reduces eye strain so I enjoy reading on it. This is my second Kindle.",21,1814
60,1.0,i bought this as a backup. I am currently using the same headphone.,21,144
61,2.0,"We got the Kindle for our daughter who accompanied us to try out the two Kindle models. We were willing to buy either one and we assumed she would want the more expensive one with the backlighting feature. But as she tried both, she gravitated with certainty toward the basic model. ""Why would U want to read in the dark?"" She said. As the weeks and months have gone by, she says she's completely happy with the basic Kindle, it's exactly what she wanted. Perfect.",21,3044
62,1.0,"Good, able to read under bright sunlight conditions too",21,1764
63,2.0,Very easy to handle. many books to choose from and very convenient,21,3607
64,2.0,I purchased this product because I love to read and buying books got costly. With this product I can read all I want for 10.00 a month,21,912
65,2.0,it is smaller than i thought but it gets the job done.,21,1550
66,2.0,"Love my new Kindle! I hadn't read in a while and hesitant of a kindle, easy to use, lightweight and convenient to pick up a book. great for outdoor reading. only downside is if you want to read in the dark has no back light. crisp clear text and easy to set up.",21,3051
67,2.0,"Product is good, light. Amazing battery backup. I charge the Kindle one in 4 weeks. Great product for reasonable price. USB connection is easy, Books are easy to download. Overall, everyone must have Kindle with them and this is the best product/model to start with.Understandably, this is the beginner level model for people who never used Kindle before. Features like LED lights, White paper background are not available on this model. These features are there on higher models so one cannot read it in Dark without lights. But again, for this price you would not get any other good readers.If you are someone who reads in dark then I would suggest go for Higher Kindle models.",21,3429
68,2.0,Kindle is the perfect E-reader. Easy to use and size is perfect to bring 'book' on the go.,21,467
69,1.0,Easy to use and it arrived exactly as described. Good beginner device for youngsters who want a device to read from.,21,3708
70,1.0,Looking at the picture and seeing it was 8th generation I assumed it would be a great device. I had an original Kindle but I stopped using it because it wasn't backlit. I thought an 8th generation would be backlit and the picture makes it look backlit but it is not. After 25 minutes on the phone with Amazon trying to make it brighter the technician finally realized that 8th generation is not supported with backlights. I took it back to Target and purchased The Paperwhite which was more money but definitely worth it. The 8th generation one is smaller so I assumed that was the reason for the price difference. Target made the experience pleasant.,21,2995
71,1.0,My fiance really enjoyes it! I would definitely recommend.,21,2652
72,1.5,"For me, the Kindle Black was not a good fit for me. There are times I read at night in bed when my husband is sleeping. This model doesn't have a back light so I'm unable to read at night without turning on a light and waking up my husband.So I returned and went for a Kindle Fire.",21,1178
73,2.0,"It is still the best device for buying books and reading them. However, go with kindle paperwhite if you read books in dark places.",21,987
74,2.0,Great product and service and the sales man r really nice.,21,1776
75,1.0,"When you first turn on the kindle, the home screen does not make it easy to determine exactly how to open up and read a downloaded book.",21,69
76,2.0,"My wife loves it, replaces a Kindle from like 2003.",21,1568
77,1.0,"It's small, light, and easy to read from. I just wish I would have spent the extra 30 bucks and got the paperwhite. The more i use this one the more I wish I had the option of a backlight. If you're on the fence as I was, go with the paperwhite! However if the backlight is not an issue, this device is great and I would recommend it.",21,2102
78,1.5,This device is good for entry level reader only in daylight.Its doesnot support reading in dark. To read in dark you will have to purchase a light or cover case with light attached. I either case it will put a lot of strain in your eyes.,21,1407
79,1.0,"I love my new Kindle. The size is perfect. It fits right in my purse. Easy to navigate and I love the touch screen. I am able to read outside without a glare. Only flaw is that it is not backlit, so in order to read in the dark I need a book light. I don't mind that so much, I just wish kindle would come out with a case for this Kindle with a built in book light like they did for the first generation Kindle.",21,489
80,1.0,it would not load my books proper. took a dozen tries erasing an dreregistering. screen too dark,21,1433
81,2.0,"I bought this for my daughter. It is our 4th Kindle bought within the family. The touchscreen is great and my daughter loves it. In fact, those of us with older model Kindles are jealous.",21,2901
82,1.5,"This is a pretty cool little device. Im able to download books through wireless and read them later at my convenience. Only drawback is I wish it had more storage. But for the price, it works good.",21,3608
83,2.0,Exactly what I was looking for size wise and functional.,21,364
84,1.0,"As always, great job! Very easy to use and it's always with me. Only problem I have is the button on the bottom is touchy, but not really an issue. Keep up the good work",21,767
85,1.0,"I especially like the Amazon has a system to convert pdf to kindle format. Some of the things I read (journal articles) are in pdf format and I can email them to my kindle email and it shows up on my kindle with kindle format (larger text). You can find your kindel email at your account information. Only thing, I would have like a screen little larger.",21,2097
86,2.0,Im happy to have it. Very comfortable and easy to use every where,21,58
87,1.0,"This is my eighth Kindle. Some others were either lost or screen-damaged. I bought it as a spare. Current model is better looking than earlier versions (white case), sturdier, and has an improved screen. Great price also; wish I'd bought two.",21,2626
88,2.0,My nephew is going to college next year and we want to give him a gift. Kindle suits it well for him to learn and study.,21,2895
89,2.0,Excellent lightweight way to take a lot of reading materials along when traveling.,21,2560
90,1.0,"I love my Kindle! I'm back to reading so much more often as I always have several books with me at all times! At first it surprised me that this version doesn't have a back light and you need a light to read, but I actually like it now as I don't get the eye strain like I do when using my phone.",21,2354
91,1.5,"I love having real books, but these are great for travel and keeping your bookshelves lighter. I wish you could buy them with larger storage without having to buy the larger size pad. It also sucks that they are 4gig, but 1gig is taken up by the OS and advertising. Seriously? It reads PDFs and needs a 1 gig OS. Lame. The last thing I would change is being able to reverse the lettering so at night you could have white lettering and a black background, so it's less bright on the eyes.",21,294
92,2.0,It's a perfect gift for young adult during the holiday session.,21,3350
93,1.0,"The screen is too dark, and cannot adjust the brightness",21,1768
94,2.0,I should have purchased a kindle sooner. It's easy to use and I love it!,21,3056
95,2.0,This was purchased as a gift and they've absolutely loved it.,21,3232
96,2.0,Great Gift for anyone. Very easy to setup. Coexist with all IOT Devices. Alexa is AWESOME!,14,1066
97,2.0,Super excited to give this as a gift. It's super convenient that Best Buy has Echo products in store instead of having to purchase from Amazon.,14,796
98,2.0,"We bought this for mother in law, buying another for me.",14,2339
99,2.0,"Well designed, good sound, has everything Alexa has plus the HD video. Always ready with answers with associated video or text if applicable. Can show movie trailers, can also watch Amazon video. Excellent on-demand security video with Amazon compatible cameras. Voice activated message and/or video calls to Amazon Show owners or Alexa App holders. Highly recommended.",14,3253
100,2.0,I have one Alexa and three Echo dots and having Echo Show now is awesome!,14,1800
101,2.0,Omg I love my amazon show it is sooo cool and does a lot of cool stuff,14,690
102,2.0,Great looking design. Amazon Echo Show was easy to set up and use.,14,2702
103,2.0,The product is very entertaining and useful. Would recommend it to anyone.,14,2433
104,1.0,Got it for few weeks but it kind of fades away from your life.,14,2175
105,1.0,This device is awesome ‘ really lets you get very excited about smart home technology ‘ I’m buying a second one for my upstairs,14,175
106,2.0,I purchased this for my daughter and when I tell you she was so happy she hugged the box then me and back to the box!,14,1514
107,1.0,Overall product is excellent. Speakers should have a capability to be used as Bluetooth speakers like the echo.,14,978
109,2.0,"I was a little hesitant to spend the money to get this but I am so glad I did! Alexa always answers when I say the commands and I have noticed it is probably 95% right with any command that I have given. Love the fact that I can see things on the screen. Some of my news briefings have a picture/video so that's nice too. We also love the video call option. Planning on getting one for my grandma who is not as technologically advanced, and could just sit at a table and talk with the grandkids. Worth every penny.",14,1520
110,2.0,"Great product, very much recommended. Service at Best buy is always the best",14,1304
111,2.0,"I bought 2 of these for gifts. I love my Echo and think the new one will be incredible too! After the holidays, I will buy one for myself!",14,3595
112,2.0,"I can watch videos, check my security cameras, and grey two for a fantastic price",14,164
113,1.0,"Dreams need topics, song lyrics scroll during song play, watch movies/trailers and etc. With it, if you can get it on sale, bought my for special deal at Best Buy for $129.99. not sure if the value is there at the regular price of$249.99. but it is very cool device.",14,2219
114,2.0,"information on weather, updates on music, events. Fun questions answered while working in kitchen. Good sound for a limited areaGreat sales assistance at Best Buy",14,2311
115,2.0,bought for christmas present for son and family so we can communicate visually.,14,1200
116,1.0,"The Amazon echo is excellent. Easy to set up, and we now use it to automate the entire house from our air-conditioning thermostat to every light in the house with the Phillips hue bulbs. We went and got one for everyone in our family.",14,1829
117,2.0,"I have both an Amazon Echo and Amazon Show and prefer the Show with the video screen. I use the Show to display recipes when cooking, lyrics to the music I’m listening to and video conferencing with my family. I like seeing headlines of stories scroll across the screen along with the t8me and temperature.",14,141
118,2.0,"I have only been using my Amazon Echo Show for a couple days now but it works great. The microphone picks up my voice very easily, the sound quality is great, and it looks nice sitting on my coffee table!",14,2337
119,2.0,"this echo show lets you see so much, great item for your home!",14,732
120,2.0,The Echo is very easy to use and has features that allow users to converse easily with others who may have a hard time learning how to communicate using newer videophone technology. This product removes those barriers.,14,362
121,1.0,I love my echo show I wish you could watch movies or tc shows or you tube so hopefully they will add that soon.,14,691
122,2.0,Love all my Echo products and this one is exceptional as well. Was able to look in my house while away. Waiting for more update for access to apps in the future.,14,1755
123,1.0,"Little putsy so far, but there are continuous updates that I think will make this a great device to stay connected with family. Bought a second for my dad. Who knows, he might replace his land line someday if this gets better. I do think our original Echo is a bit better at responding, but I enjoy this one in the kitchen /aka hub of the house.",14,3520
124,2.0,"It's at its heart an echo, but having a screen on it, with 1000s of things to do with it make it a much easier recommendation over the simarly priced screenless echo plus",14,31
126,2.0,I have 2 of these in my house work great I just bought 4 for Christmas gifts for my family,14,2652
129,2.0,It’s awesome being able to control the lighting and lots of other controls with this!,14,2946
130,1.0,"I’m a big echo fan, so this seemed like a no brainer. I like it a lot, but I’m disappointed about google pulling YouTube functionality. I also feel like the original echo speaker sounded a little better and listened better with kitchen related background noise.",14,1785
131,2.0,"I was jealous when our son showed us his Amazon Show and some of the things it was capable of doing. Since AOL eliminated Instant Messaging, my wife and I were less able to communicate because our offices are on separate floors. So we got two Shows and two Spots and now not only can intercom easily but use Alexa for music and many other things. We will probably start using some smart home devices which Alexa can also control. It's a fun device which seems to be getting better all the time.",14,3204
135,2.0,"I love the Echo Show and this is the 3rd one I have purchased (two were presents for family at Christmas). This one was for me. I love being able to hear music, connect with family via video and ask Alexa questions. Best purchase I could have made!",14,2750
136,1.0,"Awesome sound which was unexpected. It's nice seeing info on the screen such as recipes, song lyrics, weather, etc.",14,1086
137,1.0,I love the capability to see it on the screen and it allows me to not have to use my hands.,14,706
138,2.0,Screen is really nice great for videos I would definetly recommend it,14,2648
139,1.0,"We bought the two-for deal as presents. My mother will have a learning curve, but since the other one is going to my son, he can teach her! Looks like a neat appliance, but want to see if it can do more than weather, music and turning off the lights...",14,1977
140,2.0,By far my favorite Amazon product. I bought one for every bedroom in the home.,14,3573
141,2.0,"Very fun to have music at the ready with a voice command. We use it with Amazon Unlimited which has nearly everything. Good to view recipes with Allrecipes, so we keep it in the kitchen for reference and musical ambience. The video is good too, it has youtube functionality. It would be nice to have regular tv though, but that is probably on the providers for now.. nice to have the photo background and lastly, to have lyrics on the screen when music is played!",14,829
142,2.0,I was using the original Echo seldomly. Then I decided to get the Show... I use the Show a lot more. Was simple to set up and you can make calls with video. Great product,14,1633
144,2.0,My dad uses this as a speaker for the tv ...and loves it. He does use it in the traditional Alexa way...but the speaker option he discovered is an added benefit.,14,1053
146,2.0,Replaced a regular echo with this unit. Allows video chat with our son in college and replaces a digital picture frame at a very affordable price.,14,2847
147,2.0,We love the echo show. Best feature is the flash bringing that gives us a rundown on news and weather each morning.,14,924
148,2.0,"My girlfriend loves the echo show, I bought two of them...",14,1893
149,2.0,"Along with fire TV, a prime membership, an amazon music subscription, other home automation devices and the Alexa app on the phone this system is very functional.",14,3054
150,2.0,"It’s Alexa, but it has a screen, and it sounds pretty decent for a countertop device. My wife loves having it in the kitchen for recipes, weather music and fun!",14,32
151,1.0,I purchased this as present for a friend and since I have an Echo I can video chat with her to check in. The quality of the video is great.,14,113
152,1.0,"Like having another person in the house, I talk to Alexa more then my wife",14,716
153,2.0,I really love it I use it everyday and it works great,14,1062
154,2.0,We struggled with a surprise Christmas gift this year. The store sales rep suggested this and it was a hit!,14,553
155,2.0,"The Echo Show is a game changer, it's amazing as are all the Echo's but with this one you can watch video's, or see who's at your door. The things that Echo can do are limitless, it's like having a personal assistant.",14,947
156,2.0,"Another great product by Amazon, super fun and great for entertaining the family and guests.",14,3594
157,2.0,Great product fun to use. Very easy to set up and begin useing,14,2315
158,1.0,Gift for a relative they said they loved the gift.,14,2655
159,2.0,Same as echo but with a screen which adds to the appeal to this product.,14,1694
160,1.0,Purchased this because I was buying the echo dot for my daughter and thought this would be fun for the family. We play music every day on it. Every one in the family is enjoying it. Only dislike is that it doesn’t have the hub.,14,2180
161,2.0,I live the echo show! So easy to set up and use. I have one in the kitchen and one in our main bathroom.,14,2494
162,1.5,"Alexa may be new, but I would have thought some of the simple commands she would have been able to respond to already. For the amount Amazon charges, it should come with better instructions, including what specifically to download into one's device (iPhone, etc.) so as to make some apps ready to go. Amazon dropped the ball on this one.",14,1413
163,2.0,"I previously owned a Nucleus device which was similar to this device but was not a great device and had a lot of bugs and did not do much so I returned it. This device is a masterpiece! Not only is it tied into the Alexa Echo universe, it can be used as an intercom throughout your house with other Echos and also can be used to view things and even call people that have Echo directly. It is an amazing piece of hardware and Amazon should be proud of themselves for developing such a beautiful device!",14,426
164,2.0,"I love the echo show it is in my kitchen and we use it almost daily to listen to music while we cook and also to find new recipes to try, my kids use it to help with homework, my whole family uses it with ease and everyone loves it.",14,3398
165,2.0,Love it took the place off the echo in my bedroom.,14,1348
166,2.0,Fantastic product and does exactly as described. Great gift idea!,14,1725
167,1.0,We really like that when you call someone you can FaceTime with them!,14,703
168,2.0,I bought it as a gift for my parents and they absolutely love it!,14,104
169,2.0,"We love that even our four year old can tell Alexa to ""call papa"" or Alexa turn on the kitchen lights!",14,2731
170,2.0,"I find myself saying to my phone, ""Alexa, play........."". I wish they made it for my car too.",14,163
171,2.0,"Love how the echo show integrates with smart house devices and cameras. I use it to view our cameras, listen to music, make phone calls/video calls and even as a recipe guide when cooking. I’ve been very impressed!",14,3308
172,1.0,Not going to lie - we haven’t even opened it yet. Planning on getting it all setup tomorrow night. I did see it at the store though & it was incredible,14,111
175,2.0,I recently purchased the Amazon show. It was easy to setup and use and I also added my own specialty screens and home screen. Extremely glad I bought it.,14,991
176,1.0,we enjoy asking it questions about history & educational stuff for kids.,14,1249
178,2.0,I have the echo and a dot. This is great for video calling and intercom calling in the house. Use it every day. I run all my photo’s stored on Amazon prime and for music.,14,1373
179,2.0,What a treat! What’s the weather forecast? What’s the news this morning?? Just about all you need to know - plus Smart home control!!,14,1035
180,2.0,I purchased this for my children who are separated by miles. Can't wait for them to open their gifts,14,34
181,2.0,The Amazon Echo Show is a great addition to any connected home. Allows me to link Phillips Hue and Nest systems to control with voice. Great display and available information is awesome.,14,2783
182,2.0,Worked as advertised - easy to set up and link to my wi-fi.,14,2288
183,1.0,I love how you are able to get a visual effect along with audio from Alexa,14,2994
184,1.0,"I think it is worth the sale price of $150.00 but it has limitations. For example it shows my calendar but you can only see the first item, then if you ask for more, you see the next 3 or so. I The screen is updating with trivia...some interesting some not so much. I bet the next generation is a lot better",14,407
185,2.0,Everyone should have this product. It’s great to have when you are needing to see something and your hands are full or you can’t find your phone.,14,3580
186,2.0,"When I first read about Amazon Echo Show, I thought the sound quality would be inferior to Echo because of the small size, which to me would be a deal breaker. I read that the sound is actually superior to Echo & it is compatible with most existing security cameras, so I decided to buy one. Then Best Buy ran a strong promotion if you buy 2, so I caved and bought 2. (I have a number of Echo's and 2) Echo Dots in the house). I am completely BLOWN AWAY by Echo Show!! Here is a brief summary of thoughts: LIKES: 1- Substantially the Best Sound Quality of any Echo to date, with stronger bass, directional stereo, Dolby Audio & focused sound field to the front. You can rock out louder, with less sound to the sides & back, so you do not share your music to all, as does the Echo.2- The 8) Far Field microphones are more effective than Echo. 3- High resolution 7"" screen is perfect for a desk or kitchen. 4- Song lyrics are great! (Free optional setting to turn on lyrics). 5- Photos of the album cover & the band on all music are awesome! 6- 3) buttons on top: Mute / Camera Defeat with red on screen indicator; Volume UP & Volume Down. 7- Excellent resolution with built-in camera. 8- Auto presence detector turns Show screen on when you are detected. 9- Speak to Alexa, just as with Echo or Dot, & Show mutes the volume & shows what you asked on the screen, with the music volume lowered in the background. 10- Ask the forecast & you get written & verbal forecast. You also get a second screen showing the next 4 days, including real feel, a picture of the anticipated weather, chance of rain, etc. 11- Say: Alexa, show me the ""Front Porch"", or any of the numerous security cameras & within 2 seconds, there is a highly detailed live video with sound! 12- Video conference - I do not know anyone else with Show yet, so I cannot try this but call yourself & you can see the picture they will see to adjust your surroundings. 13- Uses the same power supply as Amazon Echo. 14- Sleek shape fits right in with contemporary surroundings (see photo of Show in the center of the desk with 2) 4K monitors & iPad Pro). 15- The touch screen sensitivity is perfect. 16- Build quality is First Rate! 17- Rubber feet protect any surface & are anti - slip. 18- Addictive! More than any other device, this is one you will want in the center of your desk, as shown in my photo, because once you add the video component, you will wonder how you enjoyed music, sports, & just about everything, without it! 19- See your shopping list. 20- See visual confirmation that the lights you ask Alexa to turn on actually turned on. DISLIKES: NONE! I would only offer one design option. I would offer an optional Amazon Echo Show Wireless Subwoofer for this beast, that you could buy later. It would work like the many Soundbars that include a Wireless Sub. That would allow SHOW to not only ROCK OUT, but to shake the walls at the same time!I am seriously planning to sell some Echos & Dots to pick up a couple more Shows. They are GREAT!!",14,3645
187,2.0,This is actually for a gift. Second one I purchased But great priduct,14,2153
188,1.5,I’ve asked itquestions and answers were unknown and could not help me,14,3386
189,2.0,Great product. Easy to use .very easy to set up ..,14,199
190,2.0,This product is great and a nice addition to the echo family.,14,1003
191,2.0,Connects with Echo Dot and Bluetooth with ease. Works great,14,2627
192,2.0,"We love our echo. Use it everyday. One thing, it claims to pick up your voice from anywhere in the room, but that's not always the case. It's not a big deal, just get a little closer or louder and she follows the request/answers the question. Love it!",14,2164
193,2.0,Nice add on to work with Arlo pro cams or if you like to sing karaoke with alexa,14,3684
194,1.0,"At first I was concerned with the funny looking angle I saw on the pictures. The item was not displayed at the local store so I decided to take a chance. As an owner of the Echo Dot i figured it would work in the same manner and it does. I love that it works with the Arlo Pro. The screen is great and I soon figured out the reason for the funny angle of the item. The angled screen works great Only setback or recommendation would be to add a auxiliary output at the rear. Also you can watch prime movies, YouTube videos etc.",14,379
196,2.0,This Alexa is the best one out of all them due to the screen feature,14,3747
197,2.0,I love everything about this Alexa... if you’re on the fence.. just buy it.. it does everything!!!,14,864
198,2.0,If you like the Amazon Echo or the echo Dot you will love this for me the best part is when you make list or listen to music it puts the words on the screen for you,14,2986
199,2.0,"For some time I have been searching for a replacement for my Sony DASH which had support discontinued recently. While I am sure that being a bedside ""smart"" alarm clock was not the primary goal of the Echo Show it does fit the bill nicely. This was my first Echo purchase and now I have multiple Echo's and HUE lights. Great system all around!",14,1187
200,2.0,"She is Alexa, better younger sister. Love her, and some of the new skills great",14,279
203,2.0,"This Echo Show comes in handy. I use it almost as much as I thought I would. I am still learning all that it can do, but my favorite part is the screen. It’s not a huge deal, but if I could change one thing it would be a detachable power cable instead of hardwired.",14,2733
204,2.0,"It’s good, but not google smart, it answers when no one asks. Kind of spooky. The distinction in the voice context is absent",14,1543
205,2.0,I like the ease and usage of the amazon show. I have a amazon echo and I decided to upgrade to this for the video call. Overall great product!,14,2690
206,2.0,I have been transforming my house to a smart home. So far thus is my favorite. Does so much I learn more each day,14,808
207,1.0,"The visuals entice utilizing the product with greater frequency. Easy to set up and works well. There should be a manual to accompany the product. Going online encourages the purchase of a book of directions, rather than a simple online manual.",14,2403
208,2.0,I enjoy getting recipes and news via Alexa. Great speakers.,14,3371
211,2.0,no problems so far I'm enjoying it. suggestion : it should come with some outputs plugs to connect it to bigger speakers / sound system,14,3733
212,1.0,"We love it to control the whole house lighting with Phillips Hue bulbs, as well as just everyday use for alarms, reminders, questions, news and even adjusting A/C, and Pandora Music Playlists. Bought one for my family as well.",14,1829
213,2.0,This is not my first Echo product - we have 3 Echo dots. This is a step up for us. I have it placed in the kitchen and love it! The sound is outstanding and I love the screen feature. I will be buying additional ones for family as well as myself.,14,3431
215,1.0,"almost a week late from release date from ups but finally got this and set it up which was easy, Once in a while it doesn't hear you right but that's probably due to being 10 - 15 feet away with the tv on other than that no problems",14,2268
216,2.0,This item was purchased as a gift for an annual holiday party. The recipient loved it.,14,2436
217,2.0,I am starting my smart home and this was an addition to what we had already which was the dot and echo. This is simple to set up and the kids can even control it!!,14,2672
218,1.0,"We bought this to view our Arlo Pro cameras on something other than our iPhones. The Show does a great job of this. It is a fantastic Alexa device. My minor complaints are that it is slightly smaller than expected and you can’t view YouTube videos on it. Not huge deals at all, but minutely disappointing.",14,1474
219,2.0,"This is awesome and the sound is amazing, the screen is outstanding",14,2047
220,2.0,"Very neat item, fun to talk to. Easy set up to use.",14,3627
221,2.0,You can play trivia with your family and learn a lot about the world,14,1321
