,rating,testimony,itemId,userId
2209,2.0,"So my 18 month old maybe the future computer wizard because she everything about my tablet. However my biggest concern is not so much that she knows how to unlock my Ipad, but throwing it down the stairs like one of her toys. Which makes the Kindle Fire tablet for kids the best invention since the Tivo. All the pre loaded apps, videos, books, etc is nothing short of amazing. The case is also very cool, hardwood floor and stair case proof. For under $100 bucks this is perfect for tech savvy kids like mine.",7,481
2459,1.0,"My stepkids are pretty rough on their toys and these have lasted pretty darn well so far. Easy to update and add games, apps and school related material. Go for it if you are looking for a pretty darn decent tablet for the lil ones",2,2024
2033,2.0,My 3 year old got it for his birthday and he loves it!,2,3735
2562,2.0,This amazon tablet is perfect for first time users. Easy to operate even for a 3 year old.,2,2279
3652,2.0,I bought this item for my nephew and he loves it. I have the old version of the fire hd and I love it as well. It's way cheaper than buying an apple tablet. We haven't had any problems with it. Well worth your money,20,253
2918,2.0,"he loved it was a great gift easy to use, small and great",2,1824
2823,1.0,I really like it my complants is that it gives them to many choices that they try to pick all of the apps.,2,320
3945,2.0,Very good tablet for the price economical and the ability to carry in backpack,20,1770
1574,1.0,"Would not take a charge, good thing i tried before wrapping it for Christmas.",7,1493
2297,1.0,"This tablet is small, compact and easy to handle. It's easy to figure out the main functions. My one complaint is that it does not support some big apps such as Dropbox or Google Drive.",15,1369
4015,2.0,Bought it for my daughter and she loves it great product at a great price!,20,1983
2276,1.5,meh. it works. i find it difficult to navigate. i also have an ipad mini. this seems to be less intuitive than the ipad.,15,3528
3467,1.0,"The amazon kindle fire is a great reader on a budget. It has most of the basic functions of standard tablets(Ipad, galaxy tablets) at a fraction of the cost. It also has access to a huge amazon library of books.",20,2171
1943,2.0,fits easily into my purse or bag. small compact!!!,8,3046
3612,2.0,Grandson used a borrowed one at school. So now has his own .,20,757
3803,2.0,I have ordered a couple of these for my family members and say that they work great and do everything that they are supposed too. Highly recommend.,20,1773
2028,2.0,My granddaughter loves this tablet. Perfect for a 5 year old,2,65
3439,1.0,Love this tablet easy to use and extremely affordable,20,586
3279,2.0,I bought this device for my wife. She has been using a Kindle Fire 7.I wanted something with a bigger screen for her.She likes it very much.,4,526
4720,2.0,this is my second one and must have one of these at all times,1,1643
2791,1.0,"Purchased as a gift, perfect for small children! Easy to use especially for children's apps with the touch screen.",7,2320
4045,1.0,"it would be nice to have full app library, but it does what you need",20,696
4710,1.0,"This tablet is small, compact and easy to handle. It's easy to figure out the main functions. My one complaint is that it does not support some big apps such as Dropbox or Google Drive.",1,1369
2596,2.0,Great product and great service from bestbuy online,7,1762
1650,2.0,I purchased this as a gift for my mother. Her first tablet and she loves it. Easy for her to navigate.,8,2496
4022,1.0,"It's easy and intuitive. The only criticism is that it should be easier to go right into an application, instead of watching an advertisement, then having to figure out how to exit it",20,1645
1892,2.0,The kindle fire hd is a sweet tablet for reading and apps like netflix or hulu.,5,78
2587,1.0,Bought as birthday present for grandson and he plays with it daily and with the case on it he hasn't broken it either.,7,269
3778,2.0,"I have an LG tablet but picked up this one for my Dad and after messing with it for a while it's very nice,. I think I like it more the my LG g pad!",20,977
4730,1.5,"Decent little tablet if you are not a game player. Tablet shuts down and I cant get it back on when I play games for long periods of time. It's not my ipad, that's for sure.",1,2588
1873,2.0,I got this for my two grandsons (ages 2 & 4) for Christmas. They love them.,2,755
2304,2.0,"Loved the Fire HD7 but the latest HD8 is sharper, faster and still handles great.",5,2476
4152,2.0,I had a smaller version and this was easy to adjust to and use.,20,1929
2705,1.0,No instructions on adding the memory card and how to move things to the card vs on internally.,7,2021
3248,2.0,"I love this kindle! I had one of the first Fire HD kindles that is still kicking and awesome, but when I saw this in the store I just had to have it. I think it's more user friendly and feels like it offers so many more options and functions than the Fire HD I have. Not to mention it dwarfs my last kindle in size. If I had to make one complaint, it's that there is not an ""auto brightness"" function (or at least I haven't found it) and you can't make your pages a cream color rather than stark white. Both those options were easier on my eyes, but I am testing out the Blue Shade mode to see if that helps as much as it's supposed to with night time/ bed time reading. All in all, I am extremely happy with this purchase.",4,3154
4750,2.0,"When you can get this thing on sale it's an amazing deal. Have all of your Amazon features right in your face. Books, Manga, Gaming, Amazon. It's easy to hold, has amazing battery life and has a pretty decent screen. Sure the Galaxy tablets have better specs, but it's the price and features you get from Amazon that make this device amazing!",1,3338
2725,1.0,"While the Fire hd8 tablet certainly will not perform like some of the more expensive units, for basic web surfing, email, and especially shopping on Amazons web site, this tablet performs well, although it will occasionally freeze while surfing some sites. The screen resolution is what I would call 'adequate', but not on par with other high resolution (and far more expensive) tablets out there.Overall, I am pleased with this tablet-so far.",5,114
3786,1.5,"Worse graphics, won't keep a wireless connection,overall not satisfied",20,3614
3424,2.0,outstanding replacement tablet for my outdated and overpriced iPad 2,20,3678
3470,2.0,We have been using our Kindle Fire 7 for years and it wore out. We looked at replacing it with another Fire 7 until I saw the Fire 8. The display is great and the weight is not that big of a difference.,20,1300
1568,2.0,It has a great camera and I really enjoy my games and Facebook on this larger screen than my phone. I love not using my data up on my phone.,8,173
3726,2.0,A great alternative to the more expensive tablets. Battery lasts for quite a while.,20,2915
3861,1.0,This was a gift for a family member they really enjoy all the options of getting books,20,2182
2467,2.0,I bought this for my daughter for Christmas. I could set her as a user and make it safe for her age. I downloaded books and apps with ease. I'm glad that she is loving her Fire.,8,1000
2983,2.0,My daughter loves her kindle! Seems to keep her busy!!,2,288
2654,1.0,"We bought this for our 3 year old daughter. Great variety of apps, books, and educational videos for her to explore. Love the features that allow us to control her time spent on it. My only complaint is that its processing speed is quite slow getting between different menus but at this price and for a 3-year old I can't complain too much.",7,2842
2219,1.5,This device is a good if you are looking for a starter tablet for a young individual.,2,3237
4130,2.0,Easy to use. Perfect for using for my clinicals in nursing school,20,3767
4068,2.0,"Biting as a gift, my only concern was the size and the Amazon interface. It was easy enough to download the Google play store, so it was familiar to the user. Size was an initial concern, but it was just right to watch movies without being so cumbersome.",20,73
3661,2.0,Gift for my mom and she had no problem learning to use.,20,2197
4903,2.0,"The product was for my daughter, she loves it, and plays with it all of the time.",19,718
3265,1.5,It is great for a bigger picture but runs really slow.,4,2564
4736,2.0,We replaced and aging fire HDX. She noticed the WiFi connection is improved and the screen is larger. She prefers this to my iPad Air,1,1368
2790,1.0,Tablet is easy for children to use and the battery lasts!,2,2819
2514,2.0,"Great tablet, not for the power user. Average users will find everything they need.",8,1692
2771,2.0,Picked this up for my two year old granddaughter. She loves it and its the first thing she picks up to play with. She can play a lot of the age appropriate games and can navigate around really easily. I even use it sometimes!,2,3161
2829,2.0,"Great apps, excellent price, my kids really enjoy it",2,2607
4845,1.0,Wanted something with a kids mode on it so we could limit time and content. This works. Saw it for a really low price so couldn't resist otherwise we would have gotten the padded kids version.,13,2333
4211,2.0,Tablet is a great tool to use the world wide web and check email.,20,2678
2216,1.0,I like that the tablet has child settings and time usage. Very helpful in setting time limits.,2,1463
1586,1.0,"Can't really give a full review since the Kindle Fire seemed to work properly, however, the security, Webroot Anywhere, that was included was impossible to install. I tried calling Geek Squad 4 times for support and was disconnected EVERY time. I finally went to store for instructions which they printed off but still would not download. I've ended up buying an iPad which is fantastic and would not buy again from BestBuy.",8,2312
3683,1.0,I got everything I need for personal use. A great value for a cheap price.,20,1198
2127,2.0,My grand daughter loves it and so do her parents! Very durable. I'd highly recommend this product,7,2194
3300,2.0,Easy to use wide variety of functions awesome price,4,1544
4853,2.0,The size is just right for me to carry anywhere and it's simple to figure out the functions. 32 G would help me store many ireader books for a long time. I have read 3 books so far.,17,1773
3488,1.0,"I love my Kindle for reading manga and comics. The fact that the graphics are worse than my phone detracts a little from the expirence, but serves to remind me that I cheaped out and bought yesterday's model. This is not a real negative, it just appeares less crisp than my phone. The increased picture size more than makes up for it in my book.",20,1318
4949,2.0,bought it for my son. he likes it. very good alternate to expensive tables out there.,19,2331
2648,1.0,"Great quality, great price and best of all has good sound.",5,1241
3674,1.0,"was cheap, can not run chrome stuff, returned to store.",20,1272
4938,2.0,Granddaughter loves it these was her upgrade for her birthday,19,5
2818,1.0,This is my 2nd tablet and it works great with downloading,15,3354
1917,2.0,This was the perfect gift for my grand kids they love it.,2,2792
2075,1.0,Good and fast for kids does have very good control of parents on that,2,161
3610,1.0,Tablet is good for beginners and those that like to read,20,1243
3466,2.0,Works great!! Would recommend for anyone looking for a good product. Very kid friendly!,20,2049
1997,1.0,It's nice but not as easy to switch profiles as I would like for it being a child's tablet. But overall easy to use just a lot of junk on main profile.,2,3348
4904,1.0,The battery is having more and more trouble holding a charge. I bought the Fire in July and am now having to charge it every day in order to use it. I am not impressed and would not repurchase it.,19,2147
1591,2.0,My daughter loved it . Best gift for the price it comes with way more then I could have expected,2,1479
1749,2.0,This tablet is a nice budget friendly device that is also rugged. It has survived countless falls from my 3 yr old. He loves it and it keeps him learning for hours.,7,1804
2614,2.0,I bought this for my granddaughter who is 2 and was able to load all the apps and books as well as her Disney movies. So far she has been unable to access anything that I don't want her to. And it has been able to withstand frequent toddler abuse.. Aka.. Throwing it. Definitely recommend.,2,3407
3548,1.0,I bought four of these for my kids and they love them,20,1208
3257,1.0,Good products and service and happy with Amazon Fire Tablet,4,3034
2336,2.0,"Bought this tablet for our 2 year old. She loves to watch videos of nursery rhymes and Bubble Guppies. I can finally get some housework done without interruption. So user friendly, even a 2 year old can figure it out!",2,1273
3646,1.0,"If you are looking for an entry level tablet, this is it.The Kindle fire HD is perfect for kids!",20,1149
3966,2.0,My son loves his kindle fire. He uses it every day.,20,2801
3536,2.0,Purchased due to reviews and in sale. So far easy to use.,20,3582
3782,2.0,"this a great tablet, my grandaughter uses the kindle settings for her little girl who is in pre school",20,3441
2204,1.0,Great tablet for the price. Add to that expandable memory and it's a great gift for the holidays.,7,1926
2775,2.0,I purchase this tablet for my daughter's birthday and she absolutely loves it I am very pleased that she's not able to get online or to get on YouTube and watch crazy videos which she previously did with other tablets we have you actually get to pick the games and books to put on it you manage everything from the parent account and it is locked with your personal password and the kids can't get into it. I would say the only downfall is you cannot download anything from the Google Play store since it is an Amazon tablet.,2,2051
4729,2.0,I purchased this Kindle Fire for my husband and he loves it. He had an older model which he loved but my dog accidentally broke it. This updated version has so many new features which he loves!,1,2679
2933,1.0,"Love the case, table works very well, easy to download game and apps, but the life of the battery is not great. The battery fully charged only last about 3-4 hours",2,62
2814,2.0,"I love that the kids can only do what you allow them to they can't get to the internet unless you put it on there profile which I don't because I have a four and 2 year old, there apps are very easily accessed and are big so they can b seen very well . also these tablets double and can b used as a regular tablet for grown ups",7,1517
2540,2.0,Like it so much I gave them out as gifts for Christmas,8,2749
2142,2.0,Bought this for a gift for some one who's old tablet won't work. Just the right size to play games on.,8,1827
4147,2.0,I love my kindle fire it's is good for watching movies reading and anything you need a tablet for.,20,1133
4936,2.0,Needed to replace the old Nook. Looked at the fire and was a little unsure. At this price though you get more than what you pay for. I travel alot for work and this has earned it's place in my travel bag. Well most of the time it's actually in my back pocket so I have quick access to it to get some reading done. For anything to be carried on my person during travel is high praise from me because that means it has value and importance.,19,637
1914,2.0,"Bought 3 of these for my 4 year old, 6 year old and 9 year old. Perfect for all ages. I love the amazon free time year subscription and the content is very age appropriate. I also love the ability to set the time settings for them. It also works as a regular kindle if you decide not to renew the amazon free time after a year.",2,2017
2266,2.0,We've had this tablet for about a month and have no complaints. Great tablet for a kid with lots of storage for games!,8,13
1688,1.0,"I like the tablet; however, there are occasions when it does not boot up when it is turned on. I probably need to take it into the store so that a determination can be made and it can be fixed.",8,2076
2853,2.0,Great tablet for kids to learn puzzles and letters. Has tons of activities for children and a full tablet for adults perfect if you have pime!,7,398
2816,2.0,"My granddaughter like's her tablet, she has learning a lot.the case is durable and I was glad that the case came in pink.",2,3192
4859,2.0,"She loves it, the only problem I have is getting it away from her, even while riding in vehicles. LOL",13,2759
2669,2.0,Bought for my son for Easter. He loves it and easy for him to use. great for different apps for learning.,2,2470
2427,1.0,He loves it. Helps him learn and teaches him how to count,2,2616
3978,2.0,"Good picture, works well, great variety of apps. keep in mind that you get apps from amazon, not google play, so they aren't always the same or same price",20,3298
2523,1.0,It needs the Internet to connect to your devices and play music. Sometimes you can be cut off. The rest of the time it is easy as can be.,2,2861
3910,2.0,I previously had a nook that died and tried the Fire and I was hooked. Great price and lots of things to do,20,819
1966,2.0,Great price! Kids love it. Lots of space for apps!,8,2366
1849,1.0,"It's a good starter tablet, to bad it runs on the Amazon OS.",5,1530
4097,2.0,"I have owned several kindles. I don't know what I do to them, but they tend to die rather quickly. Thank goodness for Best Buy's extra protection. The last two that quit on me were replaced quickly and effortlessly. Excellent customer service as well!",20,782
2937,2.0,"Samsung Experience Professionals Jon, Neil and Tony were an ideal match for someone looking to upgrade to a new phone. The sales deal was unbelievable - $200 Best Buy card upon upgrade to a Galaxy 7 phone. The sales points that won my business were battery life and charging power. New phone can connect wireless charge without adapter. I am a very happy customer.",8,2204
4818,2.0,"The clarity of the screen and the back-lit text makes this an improvement from my old tablet. I now can read this in low light and enjoy the color as well. I am enjoying my new Kindle, but it did present some challenges in its set up. I would recommend getting help in the store to get you started.",13,1567
1620,2.0,"Great tablet for my 4 and 8 year old.... kid friendly, safe, and mom and dad enjoy it as well! Love that it comes in a protective case. Reasonably priced for a great tablet the kids love!",2,2356
4150,2.0,"I recommend this tablet !!! I like it a lot , perfect size and perfect price",20,802
2846,2.0,I bought this for reading/listening books. Love the availability to expand the memory. Now I can load movies and tons of books! :-),8,3449
3285,2.0,My sister told me about the Kindle Fire and I wanted one so she said she bought hers from Best Buy.,4,1294
4950,2.0,I've bought several kindles for my grandkids they all enjoy them we use it for the library and download into overdrive and there are so many free games kids love this,19,1044
3985,1.0,Does the trick. This is a good tablet for the price.,20,2116
4804,2.0,"If you love Amazon, you'll love the Kindle HD8. It's a great size for reading all those books, streaming movies and tv shows, and has great sound for listening to your favorite music. For less than $100, you can't beat the versatility of this little device!",17,3326
2984,2.0,works great for my 2 year old. I don't like that it requires a pin to use it but goodidn't and strong tablet,2,95
4210,2.0,Bought it for my husband and he loves it. This is perfect for what he wanted it for.,20,1793
4121,1.0,Not a huge fan of products that aren't Apple but this one is good. Haven't had any problems with them at all.,20,1781
4846,2.0,this is my second one and must have one of these at all times,17,1643
3217,2.0,Very satisfied. Use it daily while watching TV and other activites,4,460
4144,2.0,I got this mainly to watch tv/movies. Battery life is best of all devices I have used to date.,20,67
4760,2.0,this tablet is great for reading the text is not a good as it is on my tab s2 9.7 in but this is about $200 cheaper i got it because i wanted a more natural book feel reading my books and the tab s2 was not doing it for me,1,1805
1768,2.0,My daughter loves it. She loves the books that she can read.,8,2336
1960,1.5,"Wish it was a bit faster loading and browsing, but functions as you would expect for kid friendly product. I would spend the extra money next time for a tablet designed for adults but had strong parental controls",7,1959
1921,2.0,was a great purchase. loved the color and the camera feature,8,3522
4188,2.0,"Purchased this a couple of weeks ago, no complaints so far. Web pages load pretty quickly on the Silk browser, and the battery life is excellent. After installing Google Play Store (it's really easy!) even more apps are available. Can't beat this for under a hundred dollars!!!",20,2959
1642,2.0,is very good product and the difiitioin is very good thanks,8,2034
2077,2.0,"I have bought the cheaper tablets for my kids, in the past, however, the sales associate recommend this tablet, and it was only 10 dollars more. So far, I am really impressed by the difference in quality.",8,2227
3771,2.0,Be sure to join Amazon Prime and have access to lots of free reading downloads,20,33
4749,1.0,"This is my first Fire Kindle. I love it. It is fast, and has good internet. It gives me quick access to all my Kindle library. I found out it's easier to scroll through the pages than when using Kindle Touch.",1,3033
4868,2.0,I bought this as an affordable alternative to the iPad mini. I liked the expandable storage option and size. Super easy to use. Unfortunately granddaughter wanted and iPad mini to go with her other apple products. So I ended up returning it. In hindsight I should've kept it for myself.,13,3582
4722,2.0,"I love the internet, tweeting and facebook. No computers can complete me!! My kindle takes care of all my needs ;) !!!Juju",1,253
3990,2.0,"Easy, fast and efficient.great lil tablet in this price range for anyone.",20,3371
3288,2.0,Want a port for addition memory this model had it!,4,756
2613,2.0,My 2yr old daughter loves it! Perfect Xmas gift!,2,1049
3569,2.0,My wife loves her Fire Hd8 she had one of the older models so i up graded her to this new model and she feel in love with it right away,20,2852
2460,2.0,So I was given a HD for Christmas and when this went on sale in time for Father's Day I had to get it... Love that it has the expansion slot!!!,8,1303
1937,1.5,"When I first bought it and got it started it wouldn't register my amazon account. I tried making a new account and I tried using my moms account but it would not work so I took it back and had geek squad look at it and they claimed it was defective and exchanged it for another one and the new one works wonderfully, haven't had any issues with it yet.",8,106
4813,2.0,"She loves it, the only problem I have is getting it away from her, even while riding in vehicles. LOL",17,2759
4029,2.0,Purchased this for my nephew. He loved it and can't stop playing with it.,20,1653
4105,2.0,"I bought this as a light-weight alternative to an iPad for collecting and enjoying Kindle and Amazon Video products. When combined with the dedicated Fire cover, it's low price along with a very readable screen and the option for a Micro SD card make it an excellent choice for travel and time spent in waiting-rooms, etc., allowing lots of memory space for ones library as well as flexibility regarding how it is held or positioned.",20,3606
2281,1.5,"I'm a big fan of Amazon and their products, but this tablet is just ok. The build quality is great and the image is very good, but the software is mediocre at best. Worth the price.",7,1820
2892,1.0,My 2 years old daughter really likes it. It's friendly and easy to use.,2,2753
4005,2.0,Great for those who love to read this tablet is always ready for on the go trips,20,943
4886,1.0,I've love kindles for years and was looking for a bit larger reading area. That is what I got and more. I very satisfied EXCEPT it just goes blank repeatedly and for no apparent reason stay on and I am back to satisfaction.,13,840
3876,2.0,Perfect size for me. Speaker clarity is amazing and produces a great picture,20,1103
3920,2.0,Purchased for 4 yr old granddaughter who primarily uses for Netflix. Works great!,20,454
3740,2.0,"Affordable and kid friendly. My kids watch videos and play games on these a lot. Lots of apps, games and books to choose from!",20,1512
3325,2.0,makes reading easier and more enjoyable in that I can see a whole page at one time. The protective cover that Best Buy sell was a disappointment in that it covered the On/Off switch and did not hold the tablet very well so that I had to find another cover from another source.,4,1705
2952,2.0,I purchased these tablets for my grandchildren after purchasing 1 for another grandchild in October. They love them and their parents love being able to dictate how they use them.,7,3511
4963,2.0,fits easily into my purse or bag. small compact!!!,19,3046
2299,2.0,"The Fire tablet is great, we just bought our second. It's screen is pleanty big enough to see, but small enough to fit in my jacket pocket.",8,959
2397,2.0,"I purchased this tablet for my 10 year old son and he loves it. Great for movies, games and reading books online. Definetly would recommend it as a starter tablet for young children. The hard protective cover is a plus.",2,3294
2588,1.0,The kindle over all is great. There's only one thing I would want better and that is the speaker. My last kindle was louder. I really miss the louder speaker.,15,2754
2942,2.0,Great product easy to use. My niece loves it won't put it down.,2,1280
3601,2.0,Had a great experience with my Best Buy rep! Great Job!,20,2490
2798,1.0,This is a great little tablet for my son. It is easy for him to navigate through and it also has parental controls . I can control how long he uses it and what he reads.,8,3428
3286,2.0,Sales guy didn't have much knowledge about the Kindle. He wasn't very helpful in getting me started.,4,3145
2810,1.0,"It's was on sale on this color,put the play store and made it real Android tablet",8,156
3854,2.0,For the price the tablet can not be beat. I use this over my ipads that i have. There is nothing i cant do with this tablet,20,2032
2645,2.0,Out of the box this was easy to set up and even easier to use,8,1845
1913,1.0,It takes forever to download apps. I'm returning it will be getting something else.,2,2380
4077,2.0,"I would like to say this is my best tablet I have ever buy till now. I will rate it more then iPad Mini. Its best with battery, wifi, touchscreen, sound etc. I had other tablet for my kids earlier, but after having fire hd8, I will not recommend or like to go for any other brand in future. You can't get such good quality product in such less price. I am really very happy on my right decision to choose fire hd8 for my family and kids.",20,3722
2445,1.0,Does a lot more than old tablet.It Hasmore memory.,15,3290
4179,2.0,This tablet is not only a great price but exactly what I needed for quick Internet access and to download books !,20,1581
3553,1.0,Bought for my son as a birthday gift and as a way to not wear out his laptop. Works great especially for videos and general online use.,20,1525
2006,2.0,This was a great tablet for the price for my wife. Perfect size and good for traveling.,8,617
4206,2.0,"This is our 2nd one, my wife was using my most of the time, so I got her one.",20,3469
3232,1.0,Nice size works fine needs to weigh a little less.,4,1494
4983,2.0,Bought this to use on my travels. comes in handy surfing the web.,19,2332
2584,2.0,This kids fire tablet is perfect for our 5 year old granddaughter. We downloaded some free and purchase kids apps. It give us a break as she's not always asking for our tablet. And we know the content on it is safe.,2,1743
2889,1.0,I thought it would be good for my 2year old he does awesome on a iPad but could not get the hang of the kindle fire,7,2792
3687,2.0,Inexpensive tablet. Funtional and great for reading. It has the blue screen that make it great for reading.,20,982
1607,2.0,Kid proof and works well!! There are plenty of apps too!,2,2882
4151,1.5,upgraded my 3 year old kindle- same old. doesnt seem that great of a difference. the graphical interface still sucks but its decent for reading.,20,845
2910,2.0,I bought this as a gift for my grandkids. They absolutely love it!,7,3229
2710,1.0,I I thought the buy For my child bc the kids mode but it was very poor,8,1937
4892,2.0,I am really enjoying my new kindle fire hd 8. The picture is awesome even for a movie. I use it mostly to read with an occasional game or movie too. Colors are great and the size of the screen is very nice. I have a 7 inch fire and there is enough size difference for movies etc to make it worthwhile. Plus there was a great black Friday price.,13,2739
1754,2.0,Bought this for my 5 yr old grandson. Great buy for the price. He loves his new tablet.,7,3562
3844,2.0,"works great for us for video calling, for kids watching videos",20,3457
2147,2.0,I purchased it for my dad (70)He needed something easy to use. He really enjoys it.,5,559
2411,1.5,"These are great tablets for the kids and the price is wonderful with the warranty and the soft, yet bulky (a good thing in this instance) case. The only thing I wish, was that it could access the Google Play Store so my kids could watch the movies we have in our Google Play Movies account.",2,824
2155,1.0,Looking for a reader with some basic tablet functions. This was just that.,8,3242
2132,2.0,My granddaughter loves her tablet toddler friendly,2,3170
4111,1.0,Bought this for my 9 year old Godson and he loves it. He would play it for hours on end if his parents would let him. He mostly plays games on it but he also uses it to watch videos and read books.,20,1294
2230,2.0,"We love this , so many apps that you can download for free easy to maneuver she will be able to grow with this",2,888
3332,1.0,Employees were very helpful. I always enjoy shopping at Best Buy.,4,3627
4714,2.0,My grandkids play on my smaller one. Thought I better get a back up for me.,1,2729
3675,2.0,Love this tablet. Power lasts long. Short charge time. HD screen is really clear. Only con is that there are some apps not available like Google play. Very satified. Have a 128gb card in mine . Plenty of space for downloads. The camera has no flash and is not the best but I didnt buy this tablet for that. High recommend the HD tablet 8gb amazon fire. You want go wrong.,20,24
2052,1.0,"This is a great entry level tablet. It does not have all of the bells and whistles of more expensive tablets, however, at its price point the specs are quite impressive. This is an easy purchase for a small sized tablet or for a child. It is powerful enough and the screen quality is good enough. Overall, I highly recommend it.",8,969
4124,2.0,I didn't actually use as I bought for a gift. My grandson already had one so we returned for a pair if 3-d goggles.,20,328
4830,1.0,"Bought as gift for my granddaughter who is 10. She loves it. Plays games, watches videos and listens to music.",17,3792
2181,2.0,"Amazon keeps getting better. Tablet now has option to move icons, set wallpaper and more. With added SD card option, is even better.",8,2081
3841,2.0,"I am very satisfied with this tablet. I use it for browsing because the screen is larger than my phone. Caught it on sale and bought two. Good value for the money. It was recommended by a friend. Get a case for it, it is easier to hold on to. The second one will make a nice gift.",20,2210
2089,1.5,"I was not a fan of the Amazon type operating system that is on the tablet. Ended up taking it back because it was not what I wanted, not as easy and supportive of games and apps as an Android tablet.",8,158
4133,2.0,Purchased these for my grandkids...and they absolutely love them. They can play play their games to their hearts' content. They ar ed really fast too.,20,2704
1725,2.0,My kids love their tablets. They play games and take pictures.,2,3125
3315,2.0,"Second kindle I use it for reading,games,internet,and shopping",4,2883
4185,1.0,Have been pleased with my purchase of the Fire HD8 as it's video quality is great when viewing ESPN3/Netflix/YouTube Tutorials.The ability to easily load and read my saved textbooks within the Amazon Kindle App is fantastic for a fraction of the price for an IPAD. : ),20,630
3988,2.0,I love the fact that is very practical and I didn't have to spend a lot of money.,20,1067
3904,2.0,Now I want one. My older son wants one to. Keep of the good work.,20,1806
4943,1.0,It's a fine tablet for the price the only problem I have with theach kids mode it's not what I was thought it's going to be I returned it back just be of this reason,19,3329
2845,2.0,I bought these for my five and six-year-olds and they love the games and educational apps that come with it loaded from Amazon prime for free for a whole year. Great value for the money I will be referring this product to all of my friends.,7,2773
2827,2.0,"(accidentally posted the wrong review for wrong tablet earlier)This tablet is a steal for the price. I have an old version but bought this one for my sister. You can read books, magazines, stream shows, play games, stream music, and use almost any big named app you can get on google play or apple store. It also gives you a month free of Amazon Prime which gives you so much more to do with this tablet. Honestly considering buying one myself a new one.",8,287
1927,1.5,"I was completely under the impression that this tablet was child friendly but there are no built in restrictions so my son was able to purchase numerous apps and movies. My son usually uses my wife's ipad so I thought this tablet would be a good replacement but the interface is geared towards adults not a young child. If you buy this tablet, IMMEDIATELY change the settings to require a PIN to make purchases.I think the age recommendation should be 5+ not 3+.",2,2935
3604,2.0,I like the size of the device as well as the expandable storage,20,1
2639,1.0,Great for kids. Simple and inexpensive. 16G must better than 8G,8,2259
3605,2.0,"I use most of Amazon services (Prime, Kindle, Music, Video, Alexa) and this is the best companion to access all services seamlessly. This tablet also has great features/expansion and performance.",20,2505
4884,2.0,Easy to use. Very lightweight. Would recommend to anyone,13,1457
1929,2.0,"Small enough to carry every where. When he is using it, you can hear a pin drop.",8,1555
1599,1.5,Decent somewhat slow. Netflix freezes up at times.,8,665
3727,2.0,Nice easy-to-use tablet. We just got it and so far so good,20,306
2849,1.0,Good little tablet for media. Lack of built in Google apps is annoying but can be bypassed without rooting.,8,2662
4052,2.0,I had the previous model which was fine for reading but a little slow for other things. The extra .5 RAM makes a difference. Very happy and if you're a Prime member there are lots of freebies!,20,1712
4018,2.0,A Great value for the money you can save instead of a Ipad from Apple.,20,2020
