,rating,testimony,itemId,userId
1640,1.0,"I bought this product 4 months back. It is very slow, i can't open any app in 15 seconds. OS is different than others so we can't get normal apps easily. Only one thing i can say is slow slow slow performance. I don't know how to replace it. Need some help from best buy people.I don't know whether i got defective piece or this is the actual performance",8,2248
1641,2.0,"My son thoroughly enjoys having this tablet, and I love the protective case that comes with it.",2,3134
1642,2.0,is very good product and the difiitioin is very good thanks,8,2034
1643,2.0,Purchased for our niece. She is 6 years old and it's perfect for her. She loves it!,2,126
1644,2.0,My niece loves this tablet! She will not put it down!,2,1340
1645,2.0,My almost 4 year old will recieve this for christmas this year but i set it all up prior. I love the parental locks and timers!!!! Soooooo many fun characters for her to choose from to enjoy at every level. The case is soft and light but sterdy!,2,1916
1646,2.0,Very sturdy for little people who might drop it easy to read,2,2603
1647,2.0,Love my new Kindle fire. This replaces my old one and is just as good. Videos are as good as my tv with cable. Well with every penny spent and better deal than when I tried Amazon.,15,3677
1648,2.0,I wanted something small to read books on on the go. This fit the bill perfectly! Not to big and not to small. It does more things than I was expecting!,8,1251
1649,1.0,Perfect for educational games. The protective case sold me.,7,537
1650,2.0,I purchased this as a gift for my mother. Her first tablet and she loves it. Easy for her to navigate.,8,2496
1651,1.0,We love this table for our 5 y.o. It gives him the sense of independence he wants and me the sense of calmness knowing I can control what he gets on and how long he can spend in screen time!,2,223
1653,1.0,This little sorcerer's box displays magical pictures and bright pretty colors.,8,2709
1654,1.0,I bought this tablet for myself because I bought the 8 gb one for my 6 year old and was so impressed with it that I bought myself the 16 gb one,8,2680
1655,2.0,I bought this tablet for my 8 year old granddaughter. She loves it!!! The display is very clear and easy to see. The set up allows for you to choose child safe settings with PIN protected parent lock to help protect young users from inappropriate content. This is well worth the affordable cost!,8,3724
1656,2.0,for the price this is a great works well the for the price display is hd love it,5,2765
1657,2.0,I was resistant to putting down my real books and begin using a kindle. I'm so glad I did. It's so convenient to shop and instantly download a book. Plus no more storing hundreds on books in my house.,8,2027
1658,2.0,"This is a pretty substantial tablet, lots of learning apps and the ability to download Netflix is a plus",2,3009
1659,1.0,It doesn't get five stars because there is an issue with the plug in for the charger. It won't plug in all the way it stays loose and comes out. Other than that it's just with my grandson want it he loves it!,2,915
1660,2.0,Tablet met all her needs! She loves it! Great purchase,8,1847
1661,2.0,Great customer service at Best Buy I was able to navigate through the product before actually purchasing it I will def be back and highly recommend it,2,1512
1662,2.0,My daughter picked this tablet after her HD Fire battery would no longer work. The insurance kicked in and she picked this one instead of the HD. She wanted more memory for her music does not use it to watch movies really. She loves the blue color and is working just perfect for her.,8,1590
1663,1.0,Purchased this tablet for a gift..They love it. Easy to use.,15,1795
1664,1.0,"Just installed, but like it so far. The picture is clear and the price is affordable.",8,1708
1665,2.0,bought this for my 6 year old grandson who's a bit rough but loves to play games and read...he loves it,7,2124
1667,2.0,"my 2 year old daughter loves this tablet! I witnessed her drop it once (off the couch to laminate floor) nothing I can tell was affected. I was a little reluctant to buy this for such a young child, but with the way we seem to rely on technology these days, plus the cost, I just had to buy it. my favorite feature is the parental controls that allow me to set times ...not just times that it can be used but for certain content as well! I can set the tablet so when my older kids (10 and 8) log in, they need to complete educational tasks for an allotted amount of time before free play... and the whole thing logs out after a certain time so I don't have to go searching for it in their rooms at night :) great tablet, glad I got the bumper too, great price",7,1051
1668,2.0,Bought this for my granddaughter and she loves it!,2,2365
1669,2.0,We bought this for our 2 yr old granddaughter and she loves it! It has so many apps and videos for her to watch. I would definitely recommend this to anyone who is looking for a tablet for a child.,2,2889
1670,2.0,The product is very durable and is great for children,8,3686
1671,2.0,"Quite an upgrade from the original Fire. The deletion of the carousel was a welcome change. The new turn style approach is faster and more consice. Still don't know why a chime sounds? Also miss the ease of making notes while reading. There has got to be a better way to organize books. Trying to figure out series, trilogies etc. Is impossible, and if you buy a series in a set then the chances are good that Amazon won't pick up a new purchase as a book already read.",8,769
1674,2.0,Highly impressed with my purchase. Allows me to use my iPad again since my 3 years old granddaughter finally has her own tablet. Great support and numerous educational apps for children!,2,3781
1675,1.0,It is easy for little ones to use. Great beginner buy.,2,2975
1676,1.0,I didn't find it useful for my 4yr old daugter so i returned it the other day.All the games in it r so kiddy games.,7,3661
1677,2.0,it works great it is handy to use to look stuff up fast and has some great features.i added a memory card to add movies and it works great for that at a great price,8,1648
1678,2.0,Very satisfied. Price was great. The curved screen is nice but I believe you get more TV with straight screen. I believe it is just a viewers choice. We have a sound system so I can't speak about the sound.,8,157
1680,1.5,It was ok. You need Internet. The SDmini is a hassle.,2,1355
1681,2.0,"Excellent product,my children love this item. Thanks",2,2149
1682,2.0,So read reviews on a few tablets but honeatly felt this was the one for my kids bought it and sure enough it was it best apps for kids especially reading for kids amazon did a good deal on this and if you have prime it links up with your account for videos too,2,2478
1683,2.0,After reading the reviews and also seeing in the description that this has a 2 year unconditional warranty we were sold. Our child loves this tablet and he's dropped it many times with no damage. The thick padded case really does work wonders for this.,2,3123
1684,2.0,My son's love there tablet. Great but for the price,2,2457
1685,1.0,Bought for my 3 year old and she loves it! Haven't had any issues!,2,2377
1686,1.0,Purchased one for my older son last year....Got this second d one for the younger one so they don't fight over them.,7,3269
1687,1.5,"Overall it is a good tablet, but I am not a fan of the limitations of the silk browser and Amazon app store.",8,1985
1688,1.0,"I like the tablet; however, there are occasions when it does not boot up when it is turned on. I probably need to take it into the store so that a determination can be made and it can be fixed.",8,2076
1690,2.0,I like the price and features of the tablet . Its great in this price,8,1395
1691,2.0,This tablet is so great for school children to play and learn on.,8,1443
1692,1.5,You get what you pay for Was not to happy but for a 2 year old it's ok,7,3352
1694,2.0,Great tablet for reading and game play. Color is great.,8,1998
1695,1.0,My grandson really enjoyed this product. Good deal.,2,730
1696,2.0,My son absolutely loves this tablet. He has dropped it a lot and hasn't cracked it yet but even if he did amazon would replace it for up to two years for free. I also like the prime account for the kids to be able to play whatever apps for free,2,2386
1697,1.0,Its worth every penny. The kids loved it our home is quieter then ever.,2,3725
1698,2.0,My son is obsessed with his kids kindle!! A must have so they stay off your phone !,2,1460
1699,2.0,Great sharp pictures and easy navigation. Enjoy the different background option for my books.,8,2491
1700,1.0,This was a perfect tablet for my 12 year old. It does everything that she needed it to.,8,2299
1701,2.0,The tablet is very light and streams well. I only use it to stream movies and it's much ligher then an iPad so makes mobility that much better.,8,3365
1702,2.0,I had one of the first Kindle fires for years and I loved it. So I wanted another newer one and it's great! Has a good battery.,15,2132
1704,2.0,It's a good tablet for kids the only thing I really don't like is the fact that you need to put in a credit card to be able to get apps but other than that is ok,2,2547
1705,1.0,Am happy with my purchase and the item is being used by my brother's son and he is also happy as on dat,8,2011
1706,2.0,Small and easy to use for children when traveling.,2,3616
1707,2.0,She love it. She said it easy to use.She love it very much,8,3708
1709,2.0,My brother told me about this product. I bought it for my son and he loves it.,2,2432
1710,2.0,"Great tablet for the grandkids, they love it great item",2,3547
1711,2.0,Great for small children allows for limited time setting. Also allows parents to set a requirement for how long educational apps must be used before free time. Case works well,7,1415
1713,1.0,"Great tablet for under $100. Does not have the highest specs, but gets the job done for lite tablet users.",5,21
1714,2.0,amazon fire 7 inch tablet is a great product and works great and no issues,8,2008
1715,2.0,Gift for my great nephew and he really loves it. He loves it so much that Mom has to limit amount of time he allowed to play with it because he would play it 24/7.,2,344
1716,2.0,"Originally I bought this for my 4 and 5 year olds. They loved it and so did I. So many things to do on them and so much of what they love. I now got it as well for my 2 year old. The best part of it all is the cases come with the tablets and they have 3 colors to choose from, so perfect for me.",2,740
1717,2.0,"Bought it for my wife and I haven't heard any complaints, so I think it's great. If she's happy I'm happy",8,3044
1719,2.0,"reviews were quite on spot with this product,very easy setup and very easy to use",2,2657
1720,2.0,My son enjoys to play with his tablet but definitely you gotta take a little time to set it up for them to be safe while they are playing with.,2,1885
1721,2.0,"I bought this tablet right after Black Friday. It had good reviews, a perfect warranty for kids, and a reputable branding. Once set up, it has a good cover that is light and hard for a child to remove. The included one year software Freetime is user friendly and convenient to navigate. So far, we really like this tablet. The only thing that I still need time to determine its battery life. After about 2 hours of game play, the battery is about at 50%. Very satisfied.",2,2296
1722,2.0,"This is a great tablet for kids as it is not too expensive and there is a 2 year warranty. If it breaks within 2 years, they replace it. My 4 year is very rough with things. My husband was letting him plug the charger in by himself and jammed it into the tablet, causing the charging port to break. I had no problems getting it replaced.",2,856
1724,1.0,I bought this item as a gift for a relative in her mid teens and so far no complaints.,8,3284
1725,2.0,My kids love their tablets. They play games and take pictures.,2,3125
1726,1.0,"This was bought as a replacement to a shattered screen kindle. We are always happy with our kindle but can i just tell you how easy it was to set up the replacement!?!? Literally no strain on the brain, follow screen instructions and EVERYTHING from old kindle transferred over flawlessly! Awesome!",8,14
1727,1.0,My 5 year old granddaughter cannot put her Fire tablet down. My granddaughter plays a variety of games and watches videos. She loves her tablet!,2,2748
1728,1.0,Used it for watching television shows. The picture was clear and the audio was decent for the location of the speakers.,15,843
1729,2.0,I personally like the old shape ( more square ) of the kindle better. I use to have a 8 inch and loved it until my grandkids dropped it and now it doesn't work any more.,2,2179
1730,2.0,"This is great for kids, my 3yr old uses and it has fallen and the cover really protects it. The kids section is filled with lots of apps",2,2422
1731,1.5,"My 7-year old daughter saved up to by this. Her brother bought the 8GB about a year earlier, so new she needed more space. The OS is a bit clunky, and less intuitive then on higher priced tablets, but tough to beat the price. Speed isn't great for web or certain gaming apps, but fine for books. Parental controls are helpful, but take time to figure out and require more steps than seem necessary to change. Overall, OK first tablet for kids, considering the price. For adults, fine for e-books and VERY basic apps. Otherwise, best to pay up for better quality and OS efficiency.",8,3100
1732,1.0,"this was a christmas present, for the nephew works good, he loves it",2,1986
1734,2.0,I have a 3 year old at home. Best purchase ever! Indestructible. Reliable. Easy to program. I would highly recommend this.,2,1271
1735,1.0,"The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!",15,2991
1737,1.5,"it has great durability, but lacks great sound. The picture quality is just ok",7,3094
1738,1.0,Have not used the product. This item was a gift and I have not yet received word on the product.,2,866
1740,1.5,"Very slow performance and sometimes applications freeze up and don't work very well , charging port very low quality",2,2174
1741,2.0,i bought an amazon fire 7 tablet for my 7 year old granddaughter and she loves it. it is easy to operate and charge.,8,2111
1742,2.0,"What a great tablet for for the grand kids.easy to use,can't say how many times it's hit the floor and no damage.",2,374
1744,2.0,Keeps my granddaughter busy. She was showing me how to use it. Now she doesn't want to use mine.,2,3764
1745,2.0,This tablet is great for kids my grandson is sick and he absolutely loves it,2,1297
1746,1.0,"It's a good tab for the kids, keeps them busy. Wish the speed was faster.",2,3394
1747,2.0,Very satisfied with this purchase my grandson loved it,2,1938
1748,2.0,"My granddaughter loved her tablet and the color. It's amazing how easy it is for her to use, perfect birthday gift",8,1666
1749,2.0,This tablet is a nice budget friendly device that is also rugged. It has survived countless falls from my 3 yr old. He loves it and it keeps him learning for hours.,7,1804
1750,2.0,"My wife purchased this for my daughter , great for learning to read.",2,2379
1751,2.0,I love my tablet!! I didn't think at first that I would like this size but it is perfect for me. I would recommend this tablet to all my friends.,8,1935
1752,1.0,Amazon kindle fire has a lot of free app and can be used by any one that wants to get online anywhere,8,247
1753,2.0,bought for grand kids front camera rear camera wifi ready games they caN SKYPE SO MANY THINGS you can use it for 2 YEAR NO QUETION WARENTY its your best buy,2,3307
1754,2.0,Bought this for my 5 yr old grandson. Great buy for the price. He loves his new tablet.,7,3562
1755,2.0,This was the perfect gift for grandkids. I bought one in pink and one in green so each grandchild would have their own color. Lots of games come with the tablet and additional games and videos can be added.,7,749
1756,2.0,Has everything you will ever need inside. For children and adultsA+++,2,169
1757,1.0,Has what is necessary for the average individuals needs.,8,3080
1758,1.0,Very easy to use and love the graphics of the screen.,8,2896
1759,2.0,I really like that my child is engaged with all of the different apps we have downloaded.,2,425
1760,2.0,Bought this for my daughter for christmas. I know she will like playing games on it,2,3406
1761,1.0,It great just a little small then what I would like it have been,8,327
1762,2.0,"This is the right device to play with puzzles, you can avoid samsung/verizon constant advertisements. Only wish the battery would last longer or charge faster.",15,2759
1763,1.5,It's an ok tablet because you need to have an Amazon account in order to download free apps,8,250
1765,1.0,Purchased mainly to use travelling so haven't really had the opportunity to give it a fair road test at this point. It was advertised as capable of downloading movies and books so you can watch/read while travelling without burning through your data or being hit with data roaming fees or having to purchase wifi during flights.,5,1579
1767,2.0,She has dropped it a few times and the case is just great,2,1496
1768,2.0,My daughter loves it. She loves the books that she can read.,8,2336
1769,1.0,This device meets the needs of my grandson. He can read and play games on it. It also has the parental safeguards.,8,1089
1770,2.0,"My kids loved it, they were able to learn how to use it right away",7,2651
1771,2.0,Bought this for a 2 year old. She loves it! She's already got more things figured out on it than I do!. Good educational programs and some fun ones too!,2,1962
1772,2.0,"I bought this tablet for my 4 year old grand daughter and she loves it.We set the parental controls for her age group, and now we don't have to worry about what she is doing on it. We downloaded her favorite disney movies onto it, and now she has her own little private movie theater. It also works great with our Amazon Fire TV and can watch a lot of her favorite kid shows. This is a great buy for the money and I recommend it to everyone.",2,3589
1773,2.0,My nephew loves his kindle. Durable structure that can withstand drops.,2,1804
1774,1.0,Will definitely keep buying Kindle fire from Best buy,8,1324
1776,2.0,Nice product I like the color of the screen very clear,8,319
1777,2.0,Good item for children and is very inexpensive. Easy to hold and has a cover designed for it.,8,1818
1779,1.5,"Kids will love this tablet, has a camera and kids can make movies with it. Wonderful for a child with a good imagination",2,1850
1780,1.0,So slow returning mine for something different any suggestions,2,1559
1781,1.0,Good tablet but no YouTube kids like on iPhone. Don't expect iPhone/pad quality very basic AppStore for children,2,711
1782,2.0,This is a great product at a great price I would definitely recommend this to anybody especially good for college students or people that read books etc.,8,1748
1783,2.0,"Was looking around for a good cheap tablet and this was the best one I could find especially because Best Buy was having a sale so with the Fire, a case, a stylus and a MicroSD card I only spent a little over a $100. I've been using it just about every day since I got it in December and I've not had any problems with it at all",8,1646
1784,2.0,This is the best purchase I've mad in a tablet my daughter loves it,2,37
1785,2.0,"I got this for my daughter, she enjoy playing this",2,1026
1786,2.0,So easy to use super clear can't. Beat the price all around great buy,8,3453
1788,2.0,my son had a nabi we bought for learning & entertainment. there were many games we downloaded that didnt work without internet or would shut down randomly on it. But we habe yet to encounter a problem with the fire! i download games and books for him to read which work just great without having to be connected to the internet.,2,1745
1789,2.0,"Grandson loves this tablet, does everything he needs",2,3044
1790,1.0,"Got this for my 4 year old daughter, she enjoys playing games and reading books. A faster processor would me it better.",7,641
1791,2.0,Love this!!!!It is kidproof...I have a active 1 year old grandson who enjoy it very much!!!,7,841
1794,2.0,"I bought this kindle for my 11yr old granddaughter for Christmas. Me and my husband both had kindles several years prior, and she and my 6 year old grandson love watching and playing on them. Both children have all kinds of game systems but use the kindle way more. My 6 yr old grandson still plays with mine and loves watching you tube, videos and playing games on it. He has several game systems, Xbox, sega, ds but still uses my kindle all the time over those systems.my husband used his all the time for everything from internet to watching movies and shows. I'm getting ready to buy my grandson a new kindle( mine is a bit older and has cracked screen now but still works good).He would like one to call his own. I'm looking at a 16 GB or 32 GB.they are really durable and tough.",15,3357
1795,2.0,Purchased as a birthday gift for grandson and he LOVES it.,2,3127
1796,2.0,"Many features packed into a low price. Good as an ereader or light tablet uses to surf internet, email and games. Easy to use. Memory is expandable too.",8,127
1799,2.0,my son loves his tablet! best if you buy some amazon gift credit for some games and apps.,2,1008
1800,2.0,Great educational tool. Not just a toy. Kids love it .,2,2532
1802,2.0,Great for my 7 year old she loves it!!! Great price and great product!!!,2,457
1803,2.0,"I can read books, listen to books, go on facebook, shop, search the web almost anything on my brand new Kindle Fire!!",8,3072
1804,1.0,"I'm not huge on kids using electronics, but my son (4) loves this when we take trips as he can play some of the downloaded games. We love it for when we want to get stuff done and still want him to be occupied and this does the trick. It's a little hard to navigate at first though.",2,2916
1805,2.0,"Bought this for my grandniece, keeps her entertained. Can't beat the price.",2,1700
1806,2.0,Limit kids usage of electronics by time but still allow them to play. A must buy for kids,7,2675
1807,1.0,"Bought 2 of these for my 6 and 8 yr old and it said it came with 32gb storage but actual storage was a little less, cant remember exactly how much probably around 20gb with the other necessary programs that come already pre-installed. They mainly use it for games and have downloaded many games on them. There is room for external storage and it also has a front and rear camera. love the product. comes in different color as well. I got the blue!",15,2163
1808,2.0,Got it as a gift for my grandma and she loves it!!,8,498
1809,2.0,Upgraded from a galaxy tablet that was 4 years old. So worth it.,8,2733
1810,1.0,"The touch and loading the content is very bad, it doesn't respond quickly and it very slow",2,3440
1811,2.0,"Easy to use!! Purchased for my nephew, he's 4, he loves it.",2,698
1812,1.0,This is great to occupy your child on the long road trip or just when you need a break from entertaining the little one. Works great and they can damage or mess up their own toys without using your cell phone or other adult device.,2,589
1813,2.0,"My grandson really enjoys this tablet, ease of use and lots of different educational programs. Must remember to charge tablet everynight.",2,2036
1814,2.0,The amazon fire tablet is awesome..my kids love it,8,1982
1815,2.0,Needed a tough little tablet for my grandson. Had it a couple of months and has held up very well.,7,565
1816,1.0,Good tablet for young kids. Battery life could be better,2,183
1817,2.0,This was a gift for my kids. They love them. Easy to use and lots of great apps!,2,1068
1818,1.0,Wanted a tablet but did not want to pay for an iPad. The fire is a great tablet with a crystal clear hd videos. The perfect inexpensive alternative to the iPad,15,1434
1819,2.0,"I bought this a few weeks ago and use it every day. i've had no problems and it works perfectly! My only complaint is the camera. The pictures are not as clear as I would prefer. All in all though, for the price, I would buy it again!",8,2344
1820,2.0,Good way to get started for kids to play with and they can learn,8,37
1821,1.0,"My kid love this tablet!! The setup was so easy, and the amazon store has a bunch of educational apps! That my kid can enjoy playing and learning!!",2,1473
1822,2.0,"This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down.",5,2786
1823,1.0,We love this table for our 5 y.o. It gives him the sense of independence he wants and me the sense of calmness knowing I can control what he gets on and how long he can spend in screen time!,7,223
1824,2.0,Great tablet to keep at work during downtime!! Great value!,8,1758
1825,2.0,Love it! Really like the camera as my old one was backwards and hard to use.,8,151
1826,2.0,Love the color just the right size easy to set up works well for what I needed it for great price,8,2030
1827,2.0,What impressed me the most was the amount of free kids apps that you get with the Kindle. These are easy to use in both size and software.,2,3563
1828,2.0,"Love this Kindle. There are to many apps and games offered for download. Love the book selection Easy to navigate The charger seems a bit loose, though",15,2054
1829,2.0,It has all the features needed for my granddaughter and is easy to use. I'm am happy with this.,7,2327
1831,1.0,"I am an ""old"" traditionalist and have always read from paper or hard back books. Now I don't lose what page I was on and have more shelf space where books used to be.",8,2463
1832,1.0,BOUGHT FOR 3 YEAR OLD GRANDAUGHTER. SHE LOVES IT AND NOW SHE WON'T NEED TO STEAL MOMS TABLET OR PHONE.,2,582
1834,1.0,My 9 year old loves it. Good control options. Just need to figure out how to get the Web browser on her side.,2,3590
1835,2.0,Great tablet. Perfect for my 8 year old son!!!!!!!!!!!,8,1921
1837,2.0,This is a newer version of the Fire I had previously and I love it. I like the camera. This version is lighter than the other. It is taking me a while to learn the differences but most of them are improvements.,8,2830
1838,1.0,"Difficult to purchase. No stock in 6 stores, no order online or ship to store available. When it did become available it did not work. Once it turned on, I couldn't get any further. I could not log onto wifi network, though other items in my household work. Also the product wouldnt move past setting up the clock. Tried 3 days, gave up and returned the item.",8,3726
1839,1.0,Durable and great tablet to handle and navigate. Camera quality is good to be used by a 2 year old. Great children features,2,2978
1840,1.0,"this is excellent for kids 3-7. the only thing I don't like is it is difficult to go to kids web pages by typing in an web address once you set up the kids profile, plus it takes away the easy access of the camera which the kids love. I may have set it up wrong as it did not come with printed instructions and I am not tech savvy. This item is extremely durable and great fun for the kids.",2,2723
1842,2.0,The kids love it and easy to understand. Great parental controls as well.,2,3641
1843,1.5,Bought this tablet for 8 year old. It holding up good & she loves it. She enjoys playimg her games & being able to get on the internet.,8,2280
1846,2.0,Easy to set up and turn on and off restrictions. Piece of mind that daughter can't access adult appropriate content,2,734
1847,2.0,"I'm was so pleased with this tablet, I bought a second one for my father. We both love it.",8,2395
1848,1.0,"This has kept my kids entertained, but maybe just a little too entertained. Sadly, they don't want to do much else",7,2938
1849,1.0,"It's a good starter tablet, to bad it runs on the Amazon OS.",5,1530
1850,2.0,I love this and it's great for kids got it for a early Christmas gift for a friends son and he loves it,8,77
1851,2.0,"Gave it to my grandkids(ages 3, 4 & 9) for Christmas and they loved it.",8,2405
1852,1.0,"this was a christmas present, for the nephew works good, he loves it",7,1986
1854,2.0,Easy and age appropriate. Can set timers for tv and movie watching my granddaughter finds the educational games more interesting and fun.,7,2072
1855,2.0,Our grand kids really love this tablet and it has a lot of app options.,2,387
