,reviewId,itemId,userId,rating,sentiment_score_norm
82,82,19,1523,3,4.5
83,83,19,1638,5,3.5
84,84,19,2177,4,4.0
85,85,19,3625,4,4.0
86,86,19,1946,5,3.5
87,87,19,2695,4,4.0
88,88,19,2063,5,3.5
89,89,19,1369,5,3.5
90,90,19,2062,4,4.5
91,91,19,2340,3,3.0
92,92,19,2148,5,3.5
93,93,19,1018,2,2.5
94,94,19,2174,5,4.0
95,95,19,3281,5,3.5
96,96,23,1266,5,4.5
97,97,23,49,5,4.0
98,98,23,590,5,3.5
99,99,23,29,5,5.0
100,100,23,589,5,3.5
101,101,23,303,5,4.5
102,102,23,448,5,4.0
103,103,23,2236,5,4.0
104,104,23,3012,4,3.0
105,105,23,3128,4,4.5
106,106,23,1948,5,3.5
107,107,23,3294,4,4.5
108,109,23,663,5,5.0
109,110,23,454,5,5.0
110,111,23,3550,5,4.5
111,112,23,901,5,3.5
112,113,23,2121,4,4.5
113,114,23,358,5,4.0
114,115,23,2493,5,3.0
115,116,23,346,4,3.5
116,117,23,3183,5,4.0
117,118,23,2159,5,4.5
118,119,23,132,5,3.5
119,120,23,2052,5,3.0
120,121,23,3086,4,3.5
121,122,23,2605,5,4.5
122,123,23,2489,4,4.5
123,124,23,1162,5,3.5
124,126,23,443,5,3.5
125,129,23,2937,5,3.5
126,130,23,3177,4,3.0
127,131,23,957,5,4.0
128,135,23,2206,5,5.0
129,136,23,2168,4,3.5
130,137,23,2422,4,3.5
131,138,23,3109,5,4.0
132,139,23,294,4,4.0
133,140,23,487,5,3.5
134,141,23,1680,5,5.0
135,142,23,3390,5,3.5
136,144,23,3169,5,4.0
137,146,23,3085,5,3.5
138,147,23,724,5,4.0
139,148,23,363,5,3.5
140,149,23,754,5,3.0
141,150,23,2425,5,4.5
142,151,23,1793,4,3.5
143,152,23,2800,4,3.5
144,153,23,1237,5,4.0
145,154,23,2111,5,2.5
146,155,23,160,5,4.0
147,156,23,3407,5,4.0
148,157,23,1073,5,4.5
149,158,23,181,4,3.5
150,159,23,2928,5,3.5
151,160,23,3145,4,5.0
152,161,23,3330,5,4.0
153,162,23,2637,3,3.5
154,163,23,2377,5,4.0
155,164,23,2646,5,4.5
156,165,23,3675,5,3.5
157,166,23,3453,5,4.0
158,167,23,3688,4,3.5
159,168,23,1217,5,3.5
160,169,23,459,5,4.0
161,170,23,3121,5,3.5
162,171,23,616,5,4.5
163,172,23,737,4,4.0
164,175,23,3433,5,4.0
165,176,23,3450,4,3.5
166,178,23,2903,5,4.0
167,179,23,2362,5,3.5
168,180,23,285,5,3.0
169,181,23,841,5,5.0
170,182,23,1394,5,4.0
171,183,23,3600,4,3.5
172,184,23,2527,4,3.5
173,185,23,2922,5,3.5
174,186,23,23,5,5.0
175,187,23,2923,5,3.5
176,188,23,1598,3,2.5
177,189,23,767,5,4.5
178,190,23,2016,5,3.5
179,191,23,334,5,4.0
180,192,23,2672,5,3.5
181,193,23,2009,5,4.5
182,194,23,1510,4,5.0
183,196,23,738,5,3.5
184,197,23,416,5,4.0
185,198,23,1136,5,4.0
186,199,23,1444,5,5.0
187,200,23,2881,5,4.0
188,203,23,3814,5,4.5
189,204,23,3410,5,3.0
190,205,23,1835,5,4.0
191,206,23,1320,5,4.0
192,207,23,1644,4,4.5
193,208,23,748,5,4.0
194,211,23,3784,5,4.5
195,212,23,346,4,4.5
196,213,23,726,5,5.0
197,215,23,1615,4,3.5
198,216,23,1913,5,3.5
199,217,23,418,5,3.5
200,218,23,1140,4,3.0
201,219,23,1667,5,4.5
202,220,23,2056,5,4.5
203,221,23,1027,5,3.5
204,222,23,1589,5,4.0
205,223,23,468,5,4.5
206,224,23,589,5,4.0
207,225,23,1641,5,4.0
208,227,23,3044,5,4.5
209,228,23,525,5,3.5
210,229,23,2051,2,4.5
211,230,23,1139,5,4.5
212,231,23,3049,3,3.0
213,232,23,2095,5,5.0
214,233,23,990,4,3.5
215,234,23,784,5,4.0
216,235,23,3264,5,4.5
217,236,23,3730,5,4.0
218,237,23,672,5,3.5
219,238,23,3138,3,3.0
220,239,23,1292,5,3.5
221,242,23,2134,5,4.0
222,243,23,1386,5,4.0
223,245,23,1493,5,3.5
224,246,23,1016,5,4.0
225,247,23,3202,4,5.0
226,248,23,2029,5,4.5
227,249,23,1817,5,5.0
228,250,23,2704,5,4.5
229,251,23,2788,5,3.5
230,252,23,1860,3,3.5
231,254,23,2003,5,4.5
232,255,23,1625,5,4.0
233,257,23,3771,5,5.0
234,258,23,336,5,4.0
235,260,23,3070,5,3.5
236,261,23,2289,5,3.5
237,262,23,1630,5,5.0
238,263,23,2818,5,4.5
239,264,23,2625,5,4.5
240,265,23,2774,1,3.0
241,268,23,3745,5,3.5
242,269,23,755,5,3.5
243,270,23,3516,5,3.0
244,271,23,836,5,3.5
245,273,23,3278,5,5.0
246,274,23,1442,5,3.5
247,276,23,3006,5,5.0
248,277,23,3103,5,4.0
249,278,23,3651,4,4.0
250,279,23,2505,5,4.0
251,280,23,2241,4,3.0
252,281,23,954,4,3.5
253,282,23,2408,5,3.5
254,283,23,1032,5,4.0
255,284,23,3193,4,4.0
256,286,23,3007,5,5.0
257,287,23,2984,4,3.5
258,288,23,118,5,5.0
259,289,23,3071,4,3.5
260,290,23,3793,4,4.0
261,291,23,204,4,3.5
262,292,23,2926,4,3.5
263,293,23,218,5,4.5
264,294,23,2991,5,5.0
265,295,23,2810,5,3.5
266,296,23,2170,4,4.0
267,298,23,3220,5,4.0
268,299,23,153,5,4.0
269,300,23,213,5,5.0
270,301,23,1582,5,4.0
271,302,23,14,5,5.0
272,303,23,3156,5,5.0
273,304,23,442,4,4.5
274,307,23,1086,4,3.0
275,308,23,3065,5,3.5
276,309,23,3770,5,4.0
277,310,23,227,5,3.5
278,311,23,1244,5,4.0
279,312,23,442,4,4.5
280,313,23,2934,5,4.0
281,314,23,3110,4,3.5
282,315,23,714,5,5.0
283,316,23,1589,5,3.5
284,317,23,3283,5,3.5
285,318,23,2404,5,4.5
286,319,23,3588,5,4.0
287,320,23,707,5,4.5
288,321,23,1022,5,4.5
289,322,23,2201,5,3.5
290,323,23,701,5,4.5
291,324,23,562,4,5.0
292,325,23,3673,4,3.0
293,326,23,47,5,4.0
294,327,23,2703,4,4.0
295,328,23,1572,4,4.5
296,329,23,1454,5,4.5
297,330,23,3434,2,4.0
298,331,23,1438,5,4.0
299,332,23,1551,5,4.5
300,333,23,3724,5,4.5
301,334,23,3357,5,4.0
302,335,23,1787,5,3.0
303,336,23,1064,4,3.5
304,337,23,1495,5,3.5
305,338,23,3525,5,3.5
306,339,23,2180,5,3.5
307,340,23,3578,5,3.5
308,342,23,1106,5,4.0
309,343,23,2745,4,4.0
310,344,23,1719,5,4.0
311,346,23,2155,5,4.0
312,347,23,1028,5,3.5
313,348,23,3353,5,5.0
314,350,23,2678,5,3.5
315,351,23,3411,5,3.5
316,353,23,2823,5,3.5
317,354,23,2930,5,5.0
318,356,23,20,5,4.5
319,357,23,3391,4,2.5
320,358,23,474,5,3.5
321,359,23,3011,4,3.5
322,360,23,1024,3,4.5
323,361,23,3111,1,1.5
324,362,23,676,5,3.5
325,363,23,2536,4,5.0
326,364,23,684,5,5.0
327,365,23,3647,5,3.0
328,366,23,2187,4,4.5
329,367,23,1831,5,4.0
330,368,23,1589,3,2.0
331,369,23,1266,5,3.5
332,370,23,2671,5,4.0
333,372,23,2049,4,3.5
334,373,23,883,5,3.5
335,374,23,2524,5,4.0
336,375,23,286,5,3.5
337,376,23,1400,5,4.0
338,377,23,2463,5,4.5
339,378,23,1843,5,4.0
340,379,23,977,5,4.0
341,380,23,2641,4,3.5
342,381,23,3079,5,4.5
343,382,23,3541,4,4.0
344,383,23,993,3,3.5
345,384,23,2747,5,3.5
346,385,23,1866,5,4.5
347,386,23,1108,5,4.0
348,387,23,2428,5,5.0
349,388,23,1400,5,4.5
350,389,23,3689,5,4.5
351,390,23,3540,4,3.5
352,391,23,2859,5,4.0
353,392,23,3365,4,4.5
354,393,23,3787,4,4.0
355,394,23,1654,5,3.0
356,396,23,1590,5,3.5
357,398,23,3636,5,3.0
358,399,23,2287,5,3.5
359,400,23,252,4,3.5
360,401,23,2364,5,3.5
361,402,23,2252,5,4.0
362,403,23,2607,5,3.5
363,405,23,2341,5,4.5
364,406,23,2825,5,4.5
365,407,23,3050,4,3.5
366,408,23,1829,5,4.0
367,413,23,3043,4,3.5
368,414,23,3155,5,4.0
369,415,23,520,5,4.0
370,416,23,397,4,5.0
371,418,23,1028,5,3.5
372,419,23,3814,5,4.0
373,421,23,3372,5,5.0
374,422,23,1177,5,4.0
375,423,23,2512,5,5.0
376,424,23,919,5,3.5
377,425,23,1236,5,3.0
378,426,23,2165,4,3.0
379,427,23,1726,5,4.0
380,428,23,3239,5,2.5
381,429,23,2212,5,4.0
382,430,23,2036,5,3.5
383,431,23,1241,5,4.0
384,432,23,73,5,3.0
385,433,23,528,5,4.0
386,434,23,1797,5,4.0
387,435,23,1205,5,3.5
388,436,23,2703,4,3.5
389,437,23,3325,5,4.5
390,438,23,702,5,3.5
391,439,23,534,5,3.5
392,440,23,3560,5,5.0
393,441,23,1920,5,3.0
394,442,23,1255,5,4.5
395,443,23,1840,5,3.0
396,445,23,2475,5,4.5
397,446,23,1714,5,4.0
398,447,23,1778,5,3.0
399,448,23,315,5,4.0
400,449,23,2734,5,3.5
401,450,23,3262,4,3.5
402,451,23,2024,5,5.0
403,452,23,3565,5,3.5
404,453,23,2904,5,3.5
405,454,23,256,5,3.5
406,455,23,1221,5,4.5
407,456,23,3104,5,3.5
408,457,23,3021,5,4.5
409,458,23,1941,5,5.0
410,459,23,856,4,3.5
411,460,23,2071,5,4.5
412,461,23,446,3,5.0
413,462,23,1726,5,5.0
414,463,23,1362,5,3.0
415,464,23,1841,5,4.5
416,466,23,903,3,4.0
417,467,23,2498,5,4.0
418,468,23,2785,5,4.5
419,469,23,895,5,4.0
420,470,23,1611,5,3.5
421,472,23,3069,5,4.0
422,473,23,1476,5,3.5
423,474,23,1715,5,3.5
424,475,23,1773,5,4.0
425,476,23,3536,5,3.5
426,478,23,3225,5,5.0
427,479,23,2257,5,3.5
428,480,23,2826,5,4.0
429,482,23,2370,5,4.0
430,483,23,2336,5,3.5
431,484,23,3380,5,3.5
432,485,23,30,5,4.5
433,486,23,2589,5,3.0
434,487,23,1013,3,4.0
435,489,23,3797,4,3.5
436,491,23,878,5,2.5
437,493,23,1764,5,5.0
438,494,23,3507,4,4.0
439,496,23,511,5,4.0
440,497,23,1329,5,3.5
441,498,23,75,5,5.0
442,499,23,1210,4,3.5
443,501,23,820,5,3.5
444,502,23,3753,5,4.0
445,504,23,2202,1,3.0
446,505,23,808,5,2.5
447,506,23,3223,5,3.5
448,507,23,243,3,3.5
449,508,23,1788,5,3.0
450,509,23,2558,5,4.0
451,511,23,3330,5,4.0
452,512,23,2481,3,5.0
453,513,23,3253,5,3.5
454,515,23,553,1,2.5
455,518,23,3251,4,4.5
456,519,23,892,5,4.5
457,520,23,1765,5,4.5
458,521,23,3039,3,3.0
459,522,23,1361,5,4.0
460,523,23,2817,5,3.5
461,524,23,324,5,4.5
462,525,23,673,4,4.0
463,526,23,1433,5,5.0
464,527,23,2757,4,4.0
465,528,23,1963,5,3.5
466,529,23,2816,5,3.5
467,530,23,3064,5,4.5
468,531,23,2218,5,3.5
469,533,23,2301,5,4.0
470,534,23,1754,3,2.5
471,535,23,438,4,3.5
472,536,23,1173,3,5.0
473,537,23,1988,5,4.5
474,538,23,11,5,3.5
475,539,23,2665,4,4.0
476,540,23,747,5,4.0
477,541,23,2769,4,3.0
478,542,23,3056,5,4.5
479,543,23,3170,5,4.5
480,545,23,3482,5,2.0
481,546,23,3422,5,3.5
482,547,23,1348,4,5.0
483,548,23,3414,5,3.5
484,549,23,15,5,4.5
485,550,23,1952,5,4.0
486,551,23,678,5,5.0
487,552,23,909,5,3.5
488,553,23,1228,4,3.5
489,554,23,3604,5,3.5
490,555,23,811,5,3.5
491,556,23,921,5,4.0
492,557,23,524,5,3.5
493,559,23,465,4,3.0
494,560,23,2727,4,3.5
495,561,23,1993,3,2.5
496,562,23,1340,5,3.0
497,563,23,1932,5,4.5
498,564,23,386,5,4.0
499,567,23,656,4,4.0
500,568,23,3759,5,3.0
501,569,23,1301,4,5.0
502,570,23,2594,5,4.5
503,571,23,1197,5,4.0
504,572,23,2946,5,4.0
505,573,23,2164,5,4.5
506,576,23,2240,5,3.5
507,577,23,3369,5,4.5
508,578,23,221,5,4.0
509,579,23,1349,5,3.0
510,580,23,2624,4,5.0
511,581,23,958,5,3.5
512,584,23,2396,2,3.0
513,585,23,1153,5,4.0
514,586,23,2547,4,4.0
515,587,23,1396,4,4.5
516,588,23,1227,5,4.5
517,589,23,1433,5,3.5
518,590,23,147,5,4.5
519,591,23,1068,5,4.0
520,592,23,3147,5,4.0
521,593,23,3566,5,3.5
522,594,23,2607,4,4.0
523,595,23,739,5,4.0
524,596,23,1511,5,4.0
525,597,23,550,5,4.0
526,598,23,902,4,4.0
527,599,23,1021,4,3.0
528,600,23,3727,5,4.5
529,601,23,2546,5,4.5
530,602,23,309,5,5.0
531,604,23,1689,5,4.5
532,605,23,2690,5,4.0
533,606,23,2144,5,4.5
534,608,23,2817,5,3.5
535,610,23,2166,4,4.0
536,611,23,518,5,4.0
537,613,23,3743,5,4.0
538,614,23,591,5,3.5
539,615,23,2539,5,4.5
540,616,23,1163,5,5.0
541,617,23,2386,5,4.0
542,618,23,2102,5,5.0
543,619,23,3561,5,4.0
544,620,23,1260,4,4.5
545,621,23,3801,4,3.5
546,622,23,180,5,4.0
547,623,23,1160,5,4.0
548,625,23,2135,5,4.0
549,627,23,1284,5,3.5
550,628,23,1620,5,4.0
551,629,23,1785,5,4.0
552,630,23,2520,4,4.0
553,631,23,2600,3,3.5
554,632,23,574,5,3.5
555,633,23,1847,5,3.0
556,634,23,3785,4,4.5
557,635,23,837,5,3.0
558,636,23,935,5,4.0
559,638,23,39,5,3.5
560,639,23,2584,5,5.0
561,641,23,157,5,3.5
562,642,23,1553,5,5.0
563,643,23,280,5,4.5
564,644,23,396,5,3.0
565,645,23,1527,5,3.5
566,646,23,1811,5,5.0
567,647,23,220,4,4.0
568,649,23,1495,5,3.5
569,651,23,1225,3,3.5
570,652,23,897,5,3.5
571,653,23,1339,5,4.0
572,654,23,3317,5,5.0
573,655,23,2468,4,4.0
574,656,23,1174,4,4.5
575,657,23,1665,4,4.5
576,658,23,1797,4,4.0
577,659,23,3425,5,4.0
578,660,23,3176,5,4.0
579,661,23,3572,5,4.0
580,665,23,1234,4,4.0
581,666,23,198,5,4.0
582,667,23,1182,5,4.0
583,668,23,581,5,4.0
584,669,23,1214,4,4.5
585,670,23,1377,4,5.0
586,671,23,2900,5,4.5
587,672,23,2200,5,3.5
588,674,23,828,4,3.0
589,676,23,1455,5,3.5
590,677,23,1765,4,5.0
591,678,23,657,5,4.0
592,681,23,1888,5,3.0
593,682,23,492,5,5.0
594,683,23,1193,5,4.0
595,684,23,2645,5,5.0
596,685,23,3570,5,4.0
597,686,23,1393,4,4.5
598,687,23,2563,5,4.5
599,688,23,3246,4,4.0
600,689,23,177,5,4.5
601,690,23,670,5,3.5
602,691,23,644,5,4.0
603,692,23,238,5,5.0
604,693,23,331,4,3.5
605,694,23,2607,5,4.0
606,695,23,361,4,3.5
607,696,23,1357,5,4.0
608,697,23,1081,4,5.0
609,698,23,2736,5,4.5
610,699,23,1070,5,3.5
611,700,23,740,5,3.5
612,701,23,68,5,4.5
613,703,23,2963,3,3.5
614,705,23,3148,5,4.0
615,706,23,480,5,5.0
616,707,23,2182,5,5.0
617,708,23,1901,5,3.5
618,709,23,3741,5,4.5
619,711,23,2313,5,4.5
620,712,23,807,5,3.5
621,713,23,3769,5,4.0
622,715,23,1691,4,3.0
623,716,23,36,5,4.0
624,717,23,526,5,4.0
625,718,23,402,5,3.5
626,719,23,1054,5,3.5
627,720,23,1855,5,5.0
628,721,23,2796,4,3.5
629,722,23,379,4,3.5
630,723,23,277,4,4.0
631,724,23,2335,5,3.5
632,725,23,2569,5,3.5
633,726,23,102,5,5.0
634,728,23,1059,5,4.0
635,729,23,986,5,4.5
636,730,23,2638,5,3.5
637,731,23,1084,5,4.5
638,732,23,3699,5,4.0
639,733,23,3687,4,5.0
640,734,23,2096,5,3.5
641,735,23,208,5,4.0
642,736,23,40,4,3.5
643,737,23,1318,5,4.5
644,738,23,1988,5,5.0
645,739,23,74,4,5.0
646,740,23,2996,3,3.5
647,741,23,2513,5,4.0
648,742,23,1863,4,3.5
649,743,23,13,5,4.0
650,744,23,2005,5,4.0
651,745,23,3028,5,4.0
652,746,23,3198,4,4.5
653,747,23,1889,5,3.5
654,748,23,1837,5,4.0
655,749,23,2713,4,3.5
656,750,23,3015,5,5.0
657,751,23,108,5,3.0
658,752,23,179,5,4.0
659,753,23,3626,5,3.0
660,754,23,3771,5,4.0
661,755,23,711,5,5.0
662,756,23,1315,5,3.0
663,757,23,3495,5,4.0
664,758,23,1904,5,3.5
665,759,23,1585,5,4.5
666,760,23,365,5,4.0
667,761,23,1614,4,5.0
668,762,23,3350,5,3.5
669,763,23,230,5,3.0
670,764,23,542,4,4.0
671,765,23,3157,5,5.0
672,766,23,2833,5,3.5
673,767,23,1376,5,5.0
674,768,23,1078,5,3.0
675,769,23,2220,5,4.0
676,770,23,1528,4,3.5
677,771,23,226,4,4.0
678,772,23,1407,5,4.0
679,773,23,585,5,2.0
680,774,23,3698,5,4.0
681,775,23,594,5,3.5
682,776,23,2715,5,4.5
683,777,23,3208,3,2.5
684,778,23,1766,5,4.0
685,779,23,1747,5,4.0
686,780,23,3187,5,5.0
687,781,23,3222,5,3.5
688,782,23,1027,5,3.5
689,783,23,2574,5,4.0
690,784,23,1741,5,5.0
691,785,23,997,5,4.0
692,786,23,1021,4,3.0
693,787,23,2793,2,1.5
694,788,23,3175,5,5.0
695,789,23,2161,5,4.5
696,790,23,3734,5,4.0
697,791,23,1534,5,4.5
698,792,23,521,5,3.0
699,793,23,3019,4,4.0
700,794,23,2467,5,3.5
701,795,23,2097,5,5.0
702,796,23,2342,5,4.0
703,797,23,3676,5,3.5
704,798,23,1930,5,3.5
705,799,23,2563,5,3.0
706,800,23,3810,5,5.0
707,801,23,3242,1,5.0
708,802,23,1356,5,4.5
709,803,23,2746,4,3.5
710,804,23,879,5,5.0
711,805,23,1289,5,4.0
712,806,23,3469,5,3.0
713,807,23,208,5,4.0
714,808,23,776,4,4.0
715,809,23,1956,4,3.5
716,810,23,1876,4,4.5
717,811,23,981,5,4.0
718,812,23,474,4,4.5
719,813,23,3757,5,5.0
720,814,23,1936,5,5.0
721,815,23,226,4,5.0
722,816,23,2248,5,4.0
723,817,23,1604,4,3.5
724,818,23,2790,5,5.0
725,819,23,3679,5,5.0
726,820,23,955,5,4.0
727,821,23,3018,4,3.5
728,822,23,3216,5,5.0
729,823,23,1865,5,4.5
730,824,23,2844,5,4.0
731,825,23,3149,5,3.5
732,826,23,1767,5,4.0
733,827,23,1589,2,4.0
734,828,23,654,5,3.5
735,829,23,3340,4,3.5
736,830,23,1374,4,3.0
737,831,23,1434,5,3.5
738,832,23,3756,5,3.5
739,833,23,273,5,3.5
740,834,23,3598,5,4.0
741,835,23,297,5,4.5
742,836,23,342,4,3.5
743,837,23,1824,4,4.0
744,838,23,226,5,3.5
745,839,23,1539,2,3.5
746,840,23,1918,5,4.0
747,841,23,1303,5,3.5
748,842,23,3506,4,4.0
749,843,23,3811,4,3.5
750,844,23,1752,4,3.5
751,845,23,2496,5,4.0
752,846,23,2207,4,4.0
753,847,23,1566,5,3.5
754,848,23,2058,5,4.5
755,849,23,1760,5,4.5
756,850,23,2683,5,3.5
757,851,23,2688,5,5.0
758,852,23,2065,5,4.5
759,853,23,2029,4,3.5
760,854,23,1507,4,4.0
761,855,23,1826,5,4.0
762,856,23,3752,5,4.0
763,857,23,3051,5,5.0
764,858,23,3467,3,3.5
765,859,23,3534,4,4.0
766,860,23,703,4,4.5
767,861,23,166,3,3.0
768,862,23,2824,5,5.0
769,863,23,2118,5,3.5
770,864,23,2663,5,3.0
771,865,23,458,5,3.0
772,866,23,3346,3,4.0
773,867,23,2431,4,3.5
774,868,23,2602,5,4.0
775,869,23,3733,5,3.0
776,870,23,1921,5,4.0
777,871,23,226,5,3.5
778,872,23,1828,5,4.0
779,873,23,3489,5,5.0
780,874,23,1183,4,3.5
781,875,23,280,5,4.0
782,876,23,3664,4,5.0
783,877,23,1967,5,4.5
784,878,23,689,5,4.0
785,879,23,1586,5,4.5
786,880,23,1203,5,3.5
787,881,23,90,5,5.0
788,882,23,452,5,4.5
789,883,23,72,5,4.0
790,884,23,648,5,5.0
791,885,23,1425,4,3.0
792,886,23,1540,3,3.5
793,887,23,3449,5,4.5
794,888,23,938,4,3.5
795,889,23,2588,5,4.0
796,890,23,2550,4,4.0
797,891,23,3431,5,3.0
798,892,23,1903,5,3.5
799,893,23,3588,5,4.0
800,894,23,464,5,4.0
801,895,23,314,4,4.0
802,896,23,2655,3,2.5
803,897,23,1148,5,4.5
804,898,23,1629,5,2.0
805,899,23,2373,5,4.0
806,900,23,2771,5,3.5
807,901,23,2856,5,4.0
808,902,23,2789,5,3.5
809,903,23,3132,4,3.5
810,904,23,456,5,3.5
811,905,23,170,5,3.0
812,906,23,2775,5,3.5
813,907,23,914,5,3.5
814,908,23,3519,5,4.0
815,909,23,2064,5,3.0
816,910,23,1491,5,3.5
817,911,23,2054,5,5.0
818,912,23,1601,5,4.0
819,913,23,562,4,3.5
820,914,23,969,5,4.0
821,915,23,1479,3,2.5
822,916,23,1560,5,4.0
823,917,23,1483,5,4.0
824,918,23,472,5,4.5
825,919,23,2648,5,3.5
826,920,23,2851,5,4.0
827,921,23,2709,5,4.5
828,922,23,3522,5,4.0
829,923,23,2924,5,4.0
830,924,23,3068,4,4.0
831,925,23,3624,5,3.5
832,926,23,1789,5,4.5
833,927,23,467,5,4.0
834,928,23,2834,5,5.0
835,929,23,1735,5,4.0
836,930,23,785,5,5.0
837,931,23,642,5,3.5
838,932,23,2598,5,4.0
839,933,23,556,3,2.5
840,934,23,3122,5,4.0
841,935,23,226,4,5.0
842,936,23,1113,5,4.0
843,937,23,1789,4,5.0
844,938,23,86,5,3.0
845,939,23,3300,5,3.5
846,940,23,3814,5,3.5
847,941,2,3266,5,3.5
848,942,2,3665,5,4.0
849,943,2,2944,5,4.0
850,944,2,2232,5,3.5
851,945,20,137,5,3.5
852,946,20,442,5,4.0
853,947,20,17,5,3.5
854,948,20,3391,5,5.0
855,949,20,3814,5,4.0
856,950,20,3783,4,3.0
857,951,20,3471,5,4.0
858,952,20,1649,5,3.5
859,953,20,735,5,4.0
860,954,20,1879,5,4.5
861,955,20,884,5,5.0
862,956,20,559,5,4.5
863,957,20,2357,5,4.0
864,958,20,3786,5,3.5
865,959,20,276,5,3.5
866,960,20,1653,3,2.5
867,961,20,1575,5,4.0
868,962,20,1530,5,3.5
869,963,20,3216,5,5.0
870,964,20,3389,5,4.0
871,965,20,1034,4,4.0
872,966,20,551,5,4.0
873,967,20,2167,4,5.0
874,968,20,1138,5,3.5
875,969,20,2706,4,4.0
876,970,20,1685,5,4.5
877,971,20,1350,5,5.0
878,972,20,1262,4,4.0
879,973,20,2740,5,3.5
880,974,20,1336,5,4.0
881,975,20,3490,5,4.0
882,976,20,3727,5,4.0
883,977,20,749,5,3.5
884,978,20,3194,5,4.0
885,979,20,1683,5,4.5
886,980,20,1400,5,3.5
887,981,20,833,5,4.5
888,982,20,1375,4,4.0
889,983,20,356,5,5.0
890,984,20,700,4,3.5
891,985,20,2169,5,4.0
892,986,20,3176,5,4.0
893,987,20,3419,5,4.0
894,988,20,1130,5,4.5
895,989,20,259,5,3.5
896,990,20,1000,5,4.0
897,991,20,2476,4,4.0
898,992,20,1341,5,3.5
899,993,20,226,5,3.5
900,994,20,1908,5,3.5
901,995,20,390,5,4.0
902,996,20,52,5,4.0
903,997,20,2817,5,3.5
904,998,20,1278,5,4.0
905,999,20,1594,5,4.0
906,1000,20,437,5,4.5
907,1001,20,3472,4,3.5
908,1002,20,715,5,2.5
909,1003,20,1965,5,4.5
910,1004,20,3526,2,3.0
911,1005,20,3274,5,5.0
912,1006,20,1178,5,4.5
913,1007,20,2837,5,4.5
914,1008,20,558,4,2.5
915,1009,20,1226,5,5.0
916,1010,20,1910,4,3.5
917,1011,20,671,5,5.0
918,1012,20,1726,5,4.5
919,1013,20,3722,5,4.0
920,1014,20,887,5,4.5
921,1015,20,1802,5,3.5
922,1016,20,1101,5,3.0
923,1017,20,3014,5,4.5
924,1018,20,731,5,3.5
925,1019,20,1683,5,4.5
926,1020,20,888,5,4.5
927,1021,20,1792,5,4.0
928,1022,20,966,5,3.0
929,1023,20,2594,5,3.0
930,1024,20,1910,5,3.5
931,1025,20,3312,5,4.0
932,1026,20,3176,5,5.0
933,1027,20,1872,4,3.5
934,1028,20,2840,5,4.0
935,1029,20,3313,5,4.5
936,1030,20,3,5,4.0
937,1031,20,280,5,3.0
938,1032,20,881,4,4.5
939,1033,20,3439,5,3.5
940,1034,20,2660,5,3.5
941,1035,20,2750,5,4.0
942,1036,20,3315,4,4.0
