reviewId,itemId,userId,rating,sentiment_score_norm
903,23,3132,4,3.5
1176,20,3254,5,4
392,23,3365,4,4.5
1286,20,2349,5,4.5
3104,11,207,5,4
681,23,1888,5,3
751,23,108,5,3
1262,20,424,5,4
433,23,528,5,4
1328,20,3237,5,4
322,23,2201,5,3.5
1030,20,3,5,4
1529,20,899,5,5
733,23,3687,4,5
3151,11,1651,4,3.5
2987,11,415,5,4
1526,20,1481,5,4
1472,20,864,5,4.5
1070,20,1836,5,2.5
139,23,294,4,4
690,23,670,5,3.5
1293,20,2383,3,3.5
1312,20,877,5,5
248,23,2029,5,4.5
1531,20,931,4,4.5
818,23,2790,5,5
458,23,1941,5,5
960,20,1653,3,2.5
811,23,981,5,4
290,23,3793,4,4
439,23,534,5,3.5
460,23,2071,5,4.5
227,23,3044,5,4.5
1517,20,605,5,3.5
1151,20,1607,4,3
3158,11,1391,5,3.5
1388,20,1710,4,3.5
3037,11,175,4,3
294,23,2991,5,5
236,23,3730,5,4.5
196,23,738,5,3.5
890,23,2550,4,4
688,23,3246,4,4
928,23,2834,5,5
1368,20,1525,4,3
766,23,2833,5,3.5
1530,20,3466,5,4
892,23,1903,5,3.5
228,23,525,5,3.5
830,23,1374,4,3
555,23,811,5,3.5
238,23,3138,3,3
1048,20,226,5,4.5
1237,20,3364,5,4
3153,11,128,5,4
1017,20,3014,5,4.5
437,23,3325,5,4.5
416,23,397,4,5
591,23,1068,5,4
3198,11,620,5,3.5
736,23,40,4,3.5
557,23,524,5,3.5
784,23,1741,5,5
670,23,1377,4,5
935,23,226,4,5
431,23,1241,5,4
180,23,285,5,3
1258,20,1921,5,3.5
693,23,331,4,3.5
606,23,2144,5,4.5
1301,20,3031,5,3
1486,20,2437,5,4
3163,11,95,5,3.5
1532,20,1087,5,4
578,23,221,5,4
1469,20,291,5,5
382,23,3541,4,4
1295,20,374,5,3.5
1419,20,2437,5,3
764,23,542,4,4
3097,11,3479,3,4
466,23,903,3,4
3073,11,1063,5,4
948,20,3391,5,5
955,20,884,5,5
947,20,17,5,3.5
1229,20,2511,3,3.5
1426,20,1039,5,4.5
479,23,2257,5,3.5
1127,20,1921,4,3.5
407,23,3050,4,3.5
1459,20,3601,5,4
3067,11,555,5,3
1397,20,1717,5,5
160,23,3145,4,5
167,23,3688,4,3.5
970,20,1685,5,4.5
1343,20,2741,5,4.5
1255,20,44,5,3.5
1467,20,2178,5,3.5
3006,11,3376,5,4
3186,11,187,5,3.5
1050,20,1480,5,4.5
791,23,1534,5,4.5
1496,20,1943,4,3
747,23,1889,5,3.5
136,23,2168,4,3.5
1249,20,1102,5,3.5
1089,20,3472,5,3
1448,20,3318,3,3.5
381,23,3079,5,4.5
1078,20,1446,5,4
502,23,3753,5,4
105,23,3128,4,4.5
1008,20,558,4,2.5
1072,20,3531,3,3.5
3179,11,3231,5,4.5
1079,20,589,5,3.5
310,23,227,5,3.5
3009,11,2469,5,4.5
203,23,3814,5,4.5
3117,11,2531,5,3
1387,20,1706,5,4
1150,20,3451,4,3
459,23,856,4,3.5
281,23,954,4,3.5
1013,20,3722,5,4
647,23,220,4,4
508,23,1788,5,3
1099,20,1208,4,4
237,23,672,5,3.5
697,23,1081,4,5
3175,11,3217,5,4
3098,11,2678,5,4.5
888,23,938,4,3.5
1403,20,3595,5,4
183,23,3600,4,3.5
3210,11,1524,4,3.5
1205,20,2123,5,4
600,23,3727,5,4
1280,20,3206,5,4.5
1080,20,1353,5,3.5
336,23,1064,4,3.5
522,23,1361,5,4
958,20,3786,5,3.5
378,23,1843,5,4
3207,11,947,5,4
1408,20,2374,5,4
3137,11,3045,5,4
820,23,955,5,4
3204,11,610,5,4.5
3162,11,226,4,4
1234,20,3738,5,4
783,23,2574,5,4
1062,20,1479,5,4
176,23,3450,4,3.5
737,23,1318,5,4.5
1411,20,442,5,4
586,23,2547,4,4
1183,20,3760,5,4.5
1026,20,3176,5,5
453,23,2904,5,3.5
287,23,2984,4,3.5
1230,20,2129,5,4.5
1121,20,2467,5,4
1160,20,2972,5,5
876,23,3664,4,5
2995,11,2198,5,5
1052,20,3728,5,4
212,23,346,4,4.5
3004,11,2283,4,5
1164,20,1334,5,3.5
261,23,2289,5,3.5
280,23,2241,4,3
3066,11,2412,5,5
572,23,2946,5,4
750,23,3015,5,5
3045,11,3309,5,4
547,23,1348,4,5
1162,20,1732,4,3.5
3027,11,2809,5,5
178,23,2903,5,4
1194,20,1055,4,4.5
208,23,748,5,4
1251,20,1469,3,4
367,23,1831,5,4
377,23,2463,5,4.5
1331,20,2817,5,3.5
1124,20,2544,5,3.5
1139,20,3355,4,4
798,23,1930,5,3.5
668,23,581,5,4
3139,11,2611,5,4
1201,20,1726,4,4
1317,20,648,5,4
243,23,1386,5,4
170,23,3121,5,3
402,23,2252,5,4
1198,20,2710,4,3
165,23,3675,5,3.5
672,23,2200,5,3.5
189,23,767,5,4.5
324,23,562,4,5
1303,20,3289,5,2.5
3143,11,3290,5,4
386,23,1108,5,4
3057,11,280,5,3
3012,11,3134,4,3.5
627,23,1284,5,3.5
229,23,2051,2,4.5
3055,11,3016,4,4
216,23,1913,5,3.5
1130,20,960,5,4.5
199,23,1444,5,5
1085,20,3345,5,5
3046,11,2806,5,5
579,23,1349,5,3
1325,20,1256,5,4
660,23,3176,5,4
659,23,3425,5,4
836,23,342,4,3.5
921,23,2709,5,4.5
1037,20,3533,5,4
1024,20,1910,5,3.5
1193,20,2217,5,3
910,23,1491,5,3.5
911,23,2054,5,5
4254,1,1613,3,2.5
4586,1,3067,5,5
2236,9,3280,4,3.5
4582,1,2773,5,4.5
3345,21,1782,5,4.5
4424,1,567,4,3.5
4416,1,2908,4,3
4426,1,3638,5,5
70,19,2570,1,4.5
4701,12,3428,4,5
4702,12,2819,5,3.5
4340,1,1906,3,3.5
4360,1,2437,4,4
3374,21,2969,4,4
3348,21,2181,3,2
2249,9,1251,4,1.5
4349,1,1071,1,1.5
4376,1,2299,5,4
3415,21,2158,5,3.5
4455,1,926,5,4
4384,1,3612,5,3.5
4256,1,2083,4,3.5
4699,12,2873,5,4.5
4324,1,3507,4,3.5
3372,21,202,5,4
2349,9,3605,4,4
2435,9,2330,2,3
18,19,2902,5,4
2887,9,3120,5,3.5
4563,1,3656,5,3.5
4585,1,1590,4,3.5
3306,17,2466,5,3.5
47,19,3726,5,3
2284,9,2171,5,3.5
2623,9,2781,4,4
4235,1,398,5,4
4274,1,199,4,2.5
4434,1,3452,5,3
4657,1,1568,5,5
4469,1,2086,4,3.5
4795,18,167,1,2.5
4496,1,3329,5,4
4242,1,1049,5,3.5
2525,9,732,5,4
3382,21,186,5,3
4402,1,830,5,3.5
4264,1,3613,2,2.5
3385,21,3205,5,3.5
3418,21,2473,5,3.5
4624,1,2607,5,3.5
4668,1,3258,5,2
4495,1,1675,5,4
4609,1,2107,5,4
4793,18,3814,5,5
4226,1,3678,5,3
2956,9,154,4,3.5
3403,21,630,4,3.5
56,19,263,5,3.5
4270,1,3257,3,3.5
3303,17,59,5,5
3356,21,2566,5,4
4622,1,3078,5,4
3381,21,1880,5,4
3402,21,776,5,4
4559,1,3088,4,4
2643,9,3742,5,4.5
4477,1,3253,5,3.5
1830,9,2524,5,4
1896,9,3388,4,2.5
4651,1,3727,5,3.5
4401,1,2004,5,4.5
2465,9,716,5,5
2929,9,1110,5,3.5
95,19,3281,5,3.5
4286,1,3197,5,4
4399,1,324,3,3
1739,9,1419,5,4.5
4346,1,3205,5,3.5
4406,1,2814,5,3.5
4786,18,1884,5,4
4670,1,3751,5,3
89,19,1369,5,3.5
3414,21,2149,4,5
4641,1,2517,4,2.5
4313,1,2753,3,3.5
4435,1,1962,5,4.5
4358,1,2742,5,4
4693,12,876,4,3
4542,1,2430,4,4.5
4305,1,244,5,5
4511,1,3635,5,5
3413,21,1056,5,4.5
4652,1,544,4,3.5
1964,9,3167,5,3.5
4506,1,3772,5,3.5
1571,9,1078,5,4
4705,12,898,5,4.5
2228,9,1132,5,4.5
4573,1,2204,5,4
68,19,3306,5,4.5
4576,1,3614,5,3.5
4700,12,2889,5,4
3226,17,2893,5,4
4307,1,2919,5,3
3231,17,2714,5,4
4331,1,2739,5,3.5
66,19,1401,5,5
4345,1,1738,5,3.5
4770,18,621,5,5
2916,9,980,5,3.5
86,19,1946,5,3.5
4281,1,3703,5,3.5
4431,1,3571,5,3.5
4220,1,344,5,4
4535,1,2282,5,4
4425,1,2780,5,3.5
4383,1,512,5,4
4672,1,2592,5,3.5
4245,1,2023,5,3.5
73,19,1779,5,3.5
2716,9,2145,4,3.5
4427,1,3381,5,3.5
2549,9,302,5,4
3391,21,1579,5,5
3411,21,1757,5,4.5
4366,1,354,4,3.5
3422,21,3628,5,5
4679,1,1959,5,5
4538,1,2420,4,3.5
4243,1,1366,4,4.5
4489,1,3300,4,3.5
4627,1,3456,5,5
1833,9,269,4,4
4566,1,350,5,4
4318,1,2639,5,4
4410,1,3591,5,3.5
2811,9,3526,5,4
4632,1,3427,4,4
4222,1,2482,2,2.5
87,19,2695,4,4
2369,9,643,5,4.5
9,19,2849,5,2.5
17,19,3526,4,3.5
4266,1,3176,5,3.5
4488,1,2438,5,3.5
69,19,3714,4,4
1967,9,338,3,2.5
4348,1,2111,5,4
4767,18,2330,5,4.5
45,19,2171,5,3.5
4458,1,2684,5,4.5
2136,9,3048,4,4
3307,17,3727,4,4.5
4365,1,1693,5,4.5
4490,1,2636,5,3.5
1723,9,758,5,4.5
72,19,880,3,1.5
4531,1,1012,4,3.5
3353,21,2514,5,4
4481,1,2150,5,4.5
4283,1,537,5,4
2701,9,3526,4,3.5
4351,1,3131,5,4.5
1535,3,3505,5,4
1536,3,1468,5,3.5
1537,3,1938,5,4.5
1538,3,2898,5,3.5
1539,3,1912,5,4
1540,3,226,5,3.5
1541,3,2543,3,4.5
1542,3,2307,5,3
1543,3,3216,5,3.5
1544,3,2677,5,3.5
1545,3,583,5,4.5
1546,3,1290,5,3.5
1547,3,1750,5,3.5
1548,3,3622,5,3.5
1549,3,708,5,2
1550,3,2327,5,3.5
1551,3,3363,5,4
1552,3,1729,5,5
1553,3,3099,5,3.5
1554,3,3485,5,3.5
1555,3,1025,5,4
1556,3,496,4,4.5
2800,8,3599,5,4
4019,20,2757,5,3.5
3778,20,977,5,3.5
2368,7,1166,5,5
4912,19,302,4,3.5
2414,7,1691,4,5
1636,2,3206,5,4
4999,19,764,5,2
3708,20,2954,5,5
3791,20,1025,5,4
4722,1,253,5,3.5
3258,4,356,5,4.5
2666,7,29,5,5
2213,2,1233,5,4
4719,1,3582,5,4.5
4998,19,1953,5,3
4039,20,3005,4,4
3660,20,1798,5,4
2679,2,2592,2,2
3924,20,591,5,3.5
3249,4,1938,5,4.5
3813,20,1350,5,3
2316,2,2237,5,3.5
4802,17,2281,5,3.5
1749,7,1804,5,4
3937,20,2596,4,3.5
3862,20,3183,5,3.5
3215,4,2009,5,3.5
2309,8,862,4,4.5
1868,8,1455,5,4
1886,2,299,4,4
1869,2,2464,5,3.5
3659,20,2243,5,3.5
2673,8,2000,5,4.5
1940,8,2874,5,4
1638,2,3247,4,4
4820,17,3445,5,3.5
3896,20,2515,4,4.5
2965,5,2040,4,2.5
3647,20,2018,5,4.5
4135,20,596,5,4
4861,17,2388,5,3.5
2016,7,1190,4,3
2531,8,1730,4,3.5
3604,20,1,5,4
2898,8,1872,4,4
2731,8,1043,5,3.5
1582,7,3569,5,3.5
3861,20,2182,4,3.5
4213,20,3122,5,4
2645,8,1845,5,4
3689,20,1018,5,3.5
3741,20,719,5,4.5
4032,20,469,4,4.5
4919,19,157,5,4.5
2125,5,3399,4,2
1927,2,2935,3,5
1692,7,3352,3,2.5
4088,20,715,4,3
3664,20,1131,5,4
3674,20,1272,1,3
2380,8,3811,4,2.5
2810,8,156,4,3.5
3984,20,3481,4,3.5
3435,20,3667,5,3
2622,8,2875,4,3.5
2840,2,1129,5,3.5
4204,20,3614,5,3
4896,13,3171,5,4
1616,8,2038,5,4
2471,15,3693,5,4
3581,20,2774,5,4
2958,15,1076,5,5
1773,2,1804,5,4
3459,20,3732,5,3.5
1761,8,327,4,4
2795,7,894,4,4.5
4758,1,3808,5,3.5
2109,7,3681,5,3.5
3266,4,2540,5,3
2706,7,1922,5,3.5
3230,4,3629,4,3.5
2588,15,2754,4,3
4157,20,3408,5,4
4709,1,970,4,3
4027,20,568,5,4
2752,8,1718,5,3.5
4106,20,3335,5,5
2026,2,253,4,3.5
4152,20,1929,5,3.5
3508,20,3670,5,4
4726,1,3245,4,2.5
3866,20,1956,5,2.5
2051,2,1190,4,3
4732,1,663,4,3.5
2377,2,922,5,4.5
2960,8,3210,4,3
2215,8,1247,5,4
2698,2,1387,4,3
2789,2,2532,5,3
3316,4,138,4,3.5
3618,20,1604,5,3.5
1889,2,1999,5,3
2845,7,2773,5,4.5
2071,15,2269,4,4
4043,20,1518,4,3.5
4866,13,3706,5,3.5
2437,8,145,1,3
4851,13,1972,5,4
4863,17,1158,5,4
4906,19,372,4,4
2441,2,546,5,4
2007,2,3105,5,4
3319,4,1178,5,5
3850,20,892,4,3.5
4984,19,23,4,3
4815,17,278,5,5
4974,19,327,4,4
4847,17,1900,5,3
4725,1,3757,5,5
4958,19,1308,4,3.5
2188,2,286,5,3.5
1688,8,2076,4,3.5
3474,20,401,5,4.5
2655,2,3588,4,3.5
2814,7,1517,5,4
4033,20,3760,4,3.5
2355,8,1059,4,4
3565,20,694,5,3.5
4721,1,1647,3,3
2964,8,504,5,4
2182,8,1729,4,3
4837,17,2662,5,3.5
4975,19,603,3,3.5
4190,20,2109,5,4.5
4212,20,759,4,4
2809,7,638,5,4
3829,20,2695,5,3
3770,20,2317,4,2.5
3954,20,2910,4,4
2477,8,718,5,3.5
2406,2,1762,5,4
1819,8,2344,5,5
3608,20,3338,4,4
3991,20,1686,5,4.5
4103,20,3044,5,3.5
3995,20,1156,5,4
2087,2,693,3,3
1714,8,2008,5,4.5
1762,15,2759,5,4.5
4154,20,3548,5,4
4935,19,2924,4,3.5
1721,2,2296,5,5
2014,2,2583,5,4.5
2386,7,2282,4,4
3724,20,3491,5,4
4969,19,3728,4,3
3996,20,837,5,3.5
2343,8,1310,3,4.5
2735,8,1945,5,4
2270,2,2271,4,4.5
4094,20,1989,5,3
1707,8,3708,5,4.5
3890,20,1231,5,4.5
3891,20,252,5,3.5
2906,7,2681,4,3.5
4055,20,1632,5,4
3920,20,454,5,3.5
3871,20,2955,4,2.5
4908,19,1477,5,3
2460,8,1303,5,3.5
2912,2,998,5,3.5
2857,7,2414,5,4
4761,1,2991,1,2
2955,7,3393,4,3
1978,8,3551,5,4.5
2661,7,1525,5,4.5
3843,20,838,5,3.5
2367,7,3003,5,4
3832,20,3697,5,4
4038,20,206,5,5
4994,19,1513,5,4
1953,2,578,5,4.5
3522,20,41,5,4
2142,8,1827,5,3
4859,13,2759,5,3.5
1754,7,3562,5,4
2897,7,3584,4,3.5
2097,8,3361,5,3.5
2332,2,1005,5,3
2700,8,1918,4,3.5
1583,2,387,5,4
3931,20,2541,4,3.5
3537,20,2770,3,2.5
2110,2,290,4,4
3470,20,1300,5,4
2620,8,2329,4,3.5
3955,20,672,5,3.5
2591,8,3756,3,2
2482,2,3184,5,5
2593,7,3348,4,3.5
3754,20,1979,5,4.5
2459,2,2024,4,5
2961,8,2759,4,3.5
1574,7,1493,1,3.5
4219,20,3322,5,3.5
2719,7,782,5,3
4742,1,3647,4,3
1741,8,2111,5,3.5
1980,2,1986,4,3.5
3900,20,1491,5,3.5
2771,2,3161,5,4.5
2111,2,2206,5,4
1813,2,2036,5,4
2913,8,2724,5,4
2976,2,1393,5,4
1713,5,21,4,3.5
2985,2,2429,4,2.5
2239,2,1718,5,4.5
4825,17,330,5,4.5
2133,7,2822,4,3.5
1696,2,2386,5,5
2253,2,287,4,5
2908,8,1737,5,4
2720,2,2198,4,4
2274,7,3357,5,4
3294,4,1763,5,3.5
1873,2,755,5,3.5
2677,7,900,5,3.5
3742,20,2150,5,4
2010,2,91,5,3
2201,8,79,5,3.5
3257,4,3034,4,4
2512,7,1566,5,4
1624,8,1825,4,3.5
2936,8,513,5,3.5
4132,20,1911,4,3.5
2585,8,3338,5,3.5
2852,8,1836,4,4.5
3986,20,3008,5,4
2351,2,117,3,3.5
2410,2,776,5,4.5
4809,13,3611,5,5
3532,20,3310,4,4
3894,20,3065,4,4.5
2405,2,3423,4,4.5
2635,8,2710,4,3.5
3298,4,1773,5,4
3846,20,780,5,4
1756,2,169,5,3
1772,2,3589,5,5
3626,20,2287,5,4
2970,2,1428,4,5
2624,2,1517,5,4
3570,20,1849,4,3.5
4993,19,3720,5,4.5
3985,20,2116,4,3
2001,2,130,3,3
4062,20,3770,4,4
4191,20,1626,5,4
4960,19,2515,5,4.5
2501,5,1033,5,3.5
2170,8,2480,5,4.5
3966,20,2801,5,3.5
2836,2,2389,5,4
3264,4,667,5,4
1810,2,3440,1,3
2846,8,3449,5,3.5
1994,8,3714,5,4
1674,2,3781,5,4
3879,20,3508,5,5
1929,8,1555,5,3
4056,20,120,4,3.5
2969,7,2730,5,4.5
1828,15,2054,5,4
2774,8,97,5,4
2102,2,2307,5,4.5
1655,8,3724,5,5
3457,20,2401,5,4
2855,2,3511,5,4
3293,4,678,5,3.5
3721,20,1220,4,4.5
3534,20,1792,5,4.5
1702,15,2132,5,4
3245,4,1162,4,3
1746,2,3394,4,4
1781,2,711,4,4
1893,2,1821,4,4
2596,7,1762,5,4
3730,20,3594,5,3.5
4748,1,2163,4,4
3477,20,224,5,4
2470,8,3754,5,4
4899,19,3710,4,3.5
2517,2,3605,5,5
2206,7,976,5,4
2128,2,2755,5,3.5
3616,20,23,5,4
4946,19,3115,5,4
4981,19,2443,5,4.5
2924,7,450,4,2.5
1975,2,2733,5,4
3248,4,3154,5,5
2603,8,2993,5,5
2082,2,406,5,4.5
4012,20,2851,5,3.5
3974,20,3557,5,4.5
1825,8,151,5,3.5
3886,20,998,5,4
3665,20,3463,5,3.5
3719,20,2446,5,3.5
3550,20,3211,3,3.5
1658,2,3009,5,3.5
2919,7,3653,5,4.5
4852,17,1880,4,4.5
2118,2,1255,4,4
3716,20,3783,5,4.5
1822,5,2786,5,4
2497,15,28,1,4
2250,2,291,4,2
1820,8,37,5,4
2207,7,99,5,4
3747,20,2508,5,4.5
2928,2,714,4,3.5
2297,15,1369,4,3
1687,8,1985,3,3
4130,20,3767,5,4
3595,20,2786,5,4
4024,20,3293,5,4
1949,8,957,5,3.5
3694,20,452,4,3.5
2756,2,796,4,4.5
2314,7,75,5,4.5
1587,2,3437,5,5
2264,7,1596,4,3
2398,2,2784,5,4
3513,20,3786,5,4
2185,5,591,5,3.5
4150,20,802,5,5
2002,8,2932,5,3
1814,8,1982,5,3.5
4199,20,2761,5,5
4885,17,3647,4,3
3980,20,122,5,4.5
3709,20,2031,5,3.5
3434,20,419,4,4.5
1758,8,2896,4,4
3290,4,1162,3,2.5
3697,20,3321,5,3
3878,20,984,5,3.5
2871,2,1338,4,3.5
1957,2,3383,4,4.5
2449,7,3131,5,4
2203,2,1901,5,5
2526,2,3178,5,4
2642,2,1721,4,5
2394,2,1011,5,3.5
3568,20,430,4,3
2305,2,1987,4,3.5
2098,2,3545,5,3.5
1755,7,749,5,3.5
2613,2,1049,5,3.5
3578,20,2749,5,4
2199,2,2569,5,4
1961,2,2584,5,4.5
3804,20,3286,5,3
1974,8,2609,5,4.5
2607,2,2639,5,5
2432,5,2103,5,4
3311,4,3157,5,3.5
2295,8,2039,1,5
2707,7,2419,4,4.5
4973,19,3640,4,3.5
3519,20,823,5,4
4875,13,437,5,4
3272,4,2996,5,3
1824,8,1758,5,4.5
3484,20,2292,5,4
3461,20,2408,5,4.5
2940,8,571,5,3.5
2439,8,3237,5,3.5
1742,2,374,5,4.5
2529,2,2832,5,4
2436,2,880,5,4
3823,20,2611,5,4
2021,7,773,5,4.5
4200,20,3392,5,4
2489,2,3233,4,4
4167,20,3770,5,5
1969,2,1408,5,5
2586,7,2890,5,4
4727,1,3776,5,4
1785,2,1026,5,3.5
1694,8,1998,5,4.5
4047,20,990,5,4.5
4907,19,3671,5,3.5
3330,4,3663,5,3.5
1908,2,194,5,4.5
3682,20,3099,4,4.5
3601,20,2490,5,4.5
3236,4,1525,4,3.5
1806,7,2675,5,3.5
3899,20,1506,5,4.5
2542,2,3814,5,3.5
2382,2,2247,5,4
2046,2,1691,4,5
3338,4,2002,5,2.5
2475,2,2623,5,4
2571,8,2906,4,4
2474,2,1976,4,3.5
4925,19,576,4,4
3446,20,941,1,2.5
1660,8,1847,5,3.5
2238,2,2277,5,3.5
4735,1,3300,5,3.5
4187,20,2677,3,3
4857,17,2163,4,4
4158,20,154,5,3.5
2124,8,1655,5,3
3243,4,2912,5,4.5
3323,4,2985,5,4
4962,19,439,5,3
3633,20,21,4,3.5
2160,2,1325,4,5
3906,20,2927,5,5
4934,19,240,5,3.5
4997,19,2533,4,3
4910,19,1195,5,4
4198,20,46,5,4
2427,2,2616,4,3.5
1938,15,2858,5,4
2926,2,3116,5,4
3897,20,960,4,3.5
2869,8,3180,4,4.5
3566,20,3621,4,5
2896,2,2005,5,4
4884,13,1457,5,4
1866,2,3751,5,4
2191,8,3668,5,3.5
1590,2,2567,4,4
3548,20,1208,4,3.5
2597,8,1513,5,4
2902,7,3344,2,3
3957,20,3815,5,5
1915,2,1959,5,4
3622,20,2670,5,3.5
4182,20,3591,4,2.5
2760,2,3648,4,4
3571,20,1234,5,3.5
1878,7,3639,5,3.5
1913,2,2380,1,3
3836,20,1252,4,4
2455,2,1718,5,5
3818,20,1420,5,3.5
2352,15,50,4,4.5
1858,8,2050,4,5
4751,1,2921,5,3.5
2224,8,2725,1,5
1662,8,1590,5,4
3666,20,3099,4,3.5
4099,20,1054,5,3.5
3786,20,3614,3,2
1719,2,2657,5,4
3223,4,1564,5,3
3667,20,629,5,5
3520,20,2361,3,3.5
3460,20,2294,4,4.5
2281,7,1820,3,4.5
2494,15,152,5,2.5
2322,2,953,4,5
2686,8,2321,5,4.5
3494,20,3602,5,5
3812,20,3631,4,3.5
3596,20,1946,5,4
3758,20,2131,5,4.5
3903,20,1718,5,3
2033,2,3735,5,3.5
3753,20,1118,5,4.5
2619,2,895,5,3.5
4982,19,2088,5,3.5
5000,24,401,4,1.5
5001,24,402,1,2.5
5002,24,403,4,5
5003,24,404,5,5
5004,24,405,1,2.5
5005,24,406,5,1.5
5006,24,407,3,3
5007,24,408,3,3.5
5008,24,409,3,4.5
5009,24,410,2,4
5010,25,411,5,5
5011,25,412,1,4.5
5012,25,413,5,4.5
5013,25,414,1,2
5014,25,415,4,3
5015,25,416,4,5
5016,25,417,4,4
5017,25,418,3,3
5018,25,419,3,3.5
5019,25,420,3,3.5
5020,26,421,1,2
5021,26,422,5,3.5
5022,26,423,2,3
5023,26,424,1,3.5
5024,26,425,1,1.5
5025,26,426,1,3
5026,26,427,5,4
5027,26,428,1,3
5028,26,429,1,2.5
5029,26,430,1,2
5030,27,431,3,4
5031,27,432,5,4
5032,27,433,5,3
5033,27,434,1,3
5034,28,435,5,4
5035,28,436,5,4
5036,28,437,5,3.5
5037,29,438,5,4
5038,29,439,5,4
5039,29,440,5,4.5
5040,29,441,5,4.5
5041,29,442,4,4
5042,29,443,4,3.5
5043,30,1,5,5
5044,30,2,5,5
5045,30,3,4,3
5046,30,4,3,3.5
5047,30,5,3,3.5
5048,30,6,3,3.5
5049,30,7,5,3.5
5050,30,8,1,3.5
5051,30,9,1,2.5
5052,30,10,3,2.5
5053,31,35,5,4.5
5054,31,36,2,2.5
5055,31,37,2,4
5056,31,38,1,5
5057,31,39,5,5
5058,31,40,3,5
5059,31,41,3,3.5
5060,31,42,1,4
5061,33,43,1,4
5062,33,44,1,5
5063,33,70,5,5
5064,33,71,5,2.5
5065,33,72,5,5
5066,33,73,5,4
5067,33,74,5,3.5
5068,33,75,5,4.5
5069,34,101,1,2
5070,34,102,1,2.5
5071,34,103,1,2.5
5072,34,104,1,3
5073,34,105,2,2.5
5074,34,106,5,4
5075,34,107,5,4.5
5076,34,108,5,4.5
5077,35,200,5,4.5
5078,35,201,5,5
5079,35,202,4,2
5080,35,203,5,5
5081,35,204,5,5
5082,35,205,5,5
5083,35,206,5,5
5084,35,207,3,2
5085,35,208,3,3.5
5086,36,300,5,4
5087,36,301,5,4.5
5088,36,302,5,3.5
5089,36,303,5,5
5090,36,304,5,3.5
5091,37,700,5,4.5
5092,37,701,5,5
5093,37,702,5,5
5094,37,703,5,3.5
5095,37,704,5,4.5
5096,37,705,5,4.5
5097,37,706,5,5
5098,37,707,5,4.5
5099,37,708,2,2.5
5100,37,709,1,2
5101,37,710,1,2
5102,38,800,5,4
5103,38,801,1,1.5
5104,38,802,1,4
5105,38,803,5,5
5106,38,804,1,3.5
5107,38,805,4,5
5108,38,806,5,5
5109,38,807,4,4.5
5110,38,808,3,3.5
5111,38,809,1,3
5112,38,810,5,5
5113,38,811,5,5
5114,39,900,5,5
5115,39,901,5,4.5
5116,39,902,5,5
5117,39,903,3,4
5118,39,904,1,3
5119,39,905,5,5
5120,39,906,1,1.5
5121,39,907,5,5
5122,39,908,4,3
5123,39,909,1,2.5
5124,39,910,5,4
5125,40,1000,5,5
5126,40,1001,5,4.5
5127,40,1002,5,5
5128,40,1003,5,3.5
5129,40,1004,5,4
5130,40,1005,5,3.5
5131,40,1006,4,3
5132,40,1007,4,3.5
5133,40,1008,4,4.5
